Original row		wnt6352.py	wnt7072.py	wnt7160.py	wnt920.py	wnt116.py	wnt9044.py	wnt8687.py	wnt4932.py	wnt6111.py	wnt5357.py	wnt968.py	wnt8273.py	wnt7969.py	wnt5698.py	wnt5778.py	wnt7643.py	wnt3183.py	wnt6312.py	wnt7211.py	wnt4603.py	wnt9839.py	wnt7459.py	wnt4379.py	wnt1462.py	wnt3440.py	wnt5113.py	wnt2072.py	wnt3753.py	wnt4311.py	wnt7763.py	wnt4939.py	wnt1269.py	wnt7344.py	wnt6709.py	wnt1264.py	wnt7098.py	wnt3424.py	wnt914.py	wnt5009.py	wnt3699.py	wnt6415.py	wnt3744.py	wnt3119.py	wnt7805.py	wnt2026.py	wnt4803.py	wnt7423.py	wnt6605.py	wnt437.py	wnt816.py	wnt6934.py	wnt2961.py	wnt5610.py	wnt9629.py	wnt3714.py	wnt8091.py	wnt5348.py	wnt6801.py	wnt6644.py	wnt5952.py	wnt6914.py	wnt5920.py	wnt3243.py	wnt4121.py	wnt9636.py	wnt3572.py	wnt7476.py	wnt2073.py	wnt5648.py	wnt6067.py	wnt833.py	wnt6964.py	wnt1266.py	wnt786.py	wnt8033.py	wnt7012.py	wnt4554.py	wnt9630.py	wnt9572.py	wnt552.py	wnt3345.py	wnt3076.py	wnt228.py	wnt9156.py	wnt2172.py	wnt3548.py	wnt159.py	wnt4900.py	wnt1965.py	wnt6237.py	wnt3472.py	wnt3031.py	wnt3822.py	wnt3664.py	wnt1615.py	wnt4129.py	wnt8614.py	wnt9168.py	wnt5287.py	wnt1763.py	wnt2459.py	wnt7731.py	wnt3098.py	wnt5878.py	wnt8728.py	wnt8024.py	wnt7158.py	wnt2797.py	wnt5016.py	wnt2028.py	wnt4590.py	wnt3420.py	wnt7719.py	wnt4162.py	wnt2161.py	wnt3147.py	wnt7032.py	wnt8556.py	wnt2134.py	wnt7250.py	wnt1074.py	wnt4804.py	wnt3783.py	wnt4194.py	wnt7817.py	wnt1801.py	wnt2798.py	wnt1119.py	wnt6132.py	wnt42.py	wnt8406.py	wnt1557.py	wnt2898.py	wnt6074.py	wnt9008.py	wnt9235.py	wnt4473.py	wnt6206.py	wnt8457.py	wnt519.py	wnt8615.py	wnt3504.py	wnt8550.py	wnt4466.py	wnt891.py	wnt2112.py	wnt8404.py	wnt754.py	wnt9616.py	wnt696.py	wnt8510.py	wnt3413.py	wnt4062.py	wnt8479.py	wnt6302.py	wnt1037.py	wnt4575.py	wnt214.py	wnt1895.py	wnt5283.py	wnt9359.py	wnt3273.py	wnt5741.py	wnt3063.py	wnt3027.py	wnt368.py	wnt1796.py	wnt3213.py	wnt2141.py	wnt5677.py	wnt1544.py	wnt3989.py	wnt1412.py	wnt1922.py	wnt8992.py	wnt2239.py	wnt6656.py	wnt2873.py	wnt4295.py	wnt4690.py	wnt1158.py	wnt9084.py	wnt4987.py	wnt6202.py	wnt2536.py	wnt7200.py	wnt2140.py	wnt2690.py	wnt4195.py	wnt4230.py	wnt5035.py	wnt841.py	wnt1828.py	wnt1301.py	wnt5091.py	wnt4821.py	wnt3685.py	wnt2288.py	wnt1867.py	wnt7398.py
5	wnt116.py	4032.625	8454.258	8248.724	8926.731	1.0	7908.997	2701.561	2472.442	8566.58	8346.758	7939.172	3783.691	2073.365	9361.106	8139.475	1808.083	9002.651	7785.944	1801.928	2422.554	2868.39	3883.726	9289.052	8134.725	1849.24	8589.949	2571.348	8298.291	3184.733	1669.557	9173.081	8501.491	9176.532	1762.281	2882.287	8451.508	8129.22	1794.307	2263.618	8933.493	2272.054	8949.644	9049.799	7715.213	8216.956	8617.089	4247.373	9069.404	4904.46	9518.894	8624.656	5525.715	2441.94	3275.815	2145.88	8199.168	1899.874	8562.155	5399.282	2167.418	8134.595	2463.127	2841.062	2420.477	3014.184	7931.719	8107.506	1996.793	8430.835	9207.458	2123.573	2852.841	2812.258	2108.276	6066.541	8761.462	2150.607	2901.34	8753.019	8038.627	2280.632	9285.1	9177.429	8065.035	2370.391	2759.098	7914.896	4108.632	1923.147	2118.87	8038.527	2897.276	8416.57	8870.694	8092.04	2913.621	1879.281	9084.282	2749.671	7926.669	3398.96	8137.57	2321.927	2832.673	8513.955	8186.447	8924.937	2656.569	2559.966	8422.743	2502.21	3298.974	3696.228	1784.112	2702.562	1979.079	5154.613	9123.042	2542.466	3779.041	3705.546	3265.16	2916.708	7936.314	9373.279	2770.524	9013.694	2192.054	1975.565	2532.653	2704.843	1959.679	9146.788	2173.901	2823.668	2431.091	8137.362	2639.738	2117.945	2073.883	8150.43	2069.794	2867.897	8747.086	2370.075	8571.469	8339.582	9094.356	2388.141	8596.032	7609.696	2209.182	7914.515	2789.047	4884.6	2895.167	8352.924	2031.108	2720.151	2431.689	8025.154	2018.077	2683.996	8165.244	2346.681	8918.408	8032.034	9316.829	8268.398	1625.274	2453.083	9091.365	9114.002	2017.076	3187.456	8279.946	1861.559	8418.294	9074.108	2658.672	2780.842	8502.366	8839.389	8686.6	2623.743	8315.405	5303.223	8948.604	8151.868	2911.931	8492.935	9138.228	2074.01	8633.606	9072.262	7943.119	1768.649	2573.615	8771.959	9043.482
7	wnt8687.py	4882.753	9059.638	8967.155	9554.419	2701.561	8595.88	1.0	2787.01	9174.721	9108.602	8760.178	4520.313	2394.119	9553.232	9553.232	2071.545	9496.848	8450.523	2737.072	1528.693	1416.402	3341.343	9969.684	9969.684	1869.934	9250.625	1644.07	8984.534	4543.896	2110.767	9686.582	9686.582	9618.39	3021.253	1673.281	9078.421	8879.927	2608.981	3413.469	9458.161	9458.161	9263.988	9213.834	8298.025	8991.739	9238.44	4835.3	9350.493	5374.137	5374.137	9237.474	6169.417	3216.791	4625.993	2672.306	8924.612	3341.451	3341.451	5774.897	2841.85	8951.779	3288.039	3762.063	2087.896	2338.596	8630.404	8864.241	8864.241	9109.911	9330.481	2460.904	3671.064	1845.249	2706.59	6803.478	6803.478	2943.373	1597.183	9386.863	8644.669	3512.868	9585.906	9473.454	9473.454	3478.468	2023.492	8516.37	5452.677	2574.446	3125.17	3125.17	1711.714	9088.01	9315.445	8794.515	1309.194	3227.055	9678.687	9678.687	8656.94	4440.02	8742.045	2126.976	3826.032	9082.995	8929.586	8929.586	3333.967	1860.211	9074.369	3254.448	4262.119	4910.443	2549.246	1839.38	1839.38	6029.925	9470.164	3099.802	5028.732	4150.265	4319.679	4006.198	4006.198	9425.306	1788.105	9263.78	2739.545	2392.647	2478.649	3450.628	3165.0	9383.711	9383.711	1918.869	3254.717	8823.398	1795.232	2114.291	2601.183	8883.501	8883.501	2196.306	9419.099	3025.909	9194.933	8923.944	9312.083	9312.083	9224.212	8201.403	1778.06	8661.17	1978.209	5159.447	5159.447	9013.564	2071.546	3351.237	3775.607	8691.3	2802.243	2802.243	8924.007	1594.279	9500.224	8798.848	9468.527	8991.506	2792.032	2792.032	9560.361	9164.424	2073.491	1638.816	9133.176	2501.352	9066.79	9066.79	1742.23	1458.73	9190.178	9303.342	9335.506	2941.908	2941.908	6722.284	9510.327	8792.638	1717.761	9115.918	9115.918	2325.639	9195.691	9633.159	8713.401	3007.18	1456.641	9331.65	9331.65
8	wnt4932.py	3732.348	8295.572	8228.206	9150.56	2472.442	7940.347	2787.01	1.0	8681.45	8415.008	7759.954	3498.318	1867.837	9379.967	9379.967	2453.982	8572.376	7696.901	2294.994	2808.522	2872.678	3796.66	9565.928	9565.928	2484.344	8502.892	2147.398	8173.418	2873.579	2406.933	2406.933	8482.61	9266.199	2388.472	2416.632	8382.854	7952.68	7952.68	2510.843	9003.118	1539.754	8847.932	9022.282	7918.305	8161.899	8161.899	3992.69	9043.789	4997.673	9533.852	8475.633	5318.268	2313.554	2313.554	2739.112	7962.527	2976.107	8618.804	5361.18	2922.864	2922.864	2430.459	1795.011	3099.931	2674.406	7592.268	7979.234	3008.653	3008.653	9249.6	2513.064	2144.981	2562.135	2375.861	6248.775	8807.22	8807.22	3015.862	8846.03	8020.324	2071.369	9291.075	9145.727	8133.44	8133.44	2155.548	7550.179	4017.38	2241.266	1914.349	8084.262	2949.496	2949.496	8878.938	7967.834	2796.132	2722.698	9241.755	2254.673	2254.673	2602.138	8159.262	1795.411	1999.084	8572.44	8087.455	8918.058	8918.058	2255.158	8402.339	2284.511	3176.73	3691.285	2039.471	2871.671	2871.671	4746.093	9129.15	1832.518	3481.96	3287.552	2504.049	2461.856	2461.856	9345.807	2542.196	8964.358	1990.459	2571.96	1357.992	1357.992	2319.741	8637.157	2354.275	2867.119	2407.0	7994.083	2684.349	2684.349	1687.323	7985.352	2717.456	2723.837	8840.174	2060.401	2060.401	8499.018	9110.173	2724.44	8611.971	7504.085	2034.059	7690.096	2490.731	4872.827	4872.827	8365.757	2174.141	2379.502	2590.79	8136.011	2359.35	2359.35	7975.607	2740.184	8990.206	7980.216	9315.928	8627.415	2415.373	2479.138	2479.138	9029.898	2436.118	2840.345	8222.203	2205.822	8753.035	9088.8	9088.8	2326.71	8297.349	8710.964	8613.021	1875.044	8369.377	8369.377	8901.223	8258.897	2399.256	8465.737	9251.925	2120.275	8497.233	9029.194	7711.092	7711.092	2520.978	8774.441	8659.163
13	wnt7969.py	4041.27	8304.461	8222.725	8906.753	2073.365	7765.249	2394.119	1867.837	8453.51	8324.233	7940.995	3749.044	1.0	7510.726	8038.781	2064.856	8872.025	7637.314	1624.776	2344.36	2804.369	2804.369	9290.246	7988.51	1943.457	8520.61	2376.614	8311.959	3076.108	3076.108	9049.205	8523.542	9109.889	1922.164	2657.476	8323.001	8323.001	1912.546	2134.577	8915.309	1912.986	8937.3	9024.36	7605.446	7605.446	8516.07	4166.5	9062.916	4747.142	9458.095	8567.287	8567.287	2361.454	3148.858	2173.763	8106.82	2253.35	8470.044	5330.238	5330.238	8212.389	1856.348	2472.997	2596.498	3077.278	7855.969	7855.969	2349.549	8332.011	9256.637	1475.318	2679.294	2676.219	1667.881	1667.881	8685.256	2317.26	2901.372	8711.853	7902.902	2657.25	9223.165	9223.165	8128.872	2167.788	2614.507	7819.359	3900.159	1783.997	1783.997	7890.544	2949.931	8342.739	8849.806	7955.786	2750.952	2226.729	2226.729	2868.03	7798.659	3245.377	8013.193	1792.057	2788.852	2788.852	8170.638	8886.026	2417.652	2407.982	8325.072	2106.678	3163.517	3163.517	1577.766	2821.348	1604.592	5052.294	9124.566	2388.154	3484.46	3484.46	2946.092	2588.743	7840.167	9344.955	2758.011	8968.526	8968.526	2095.104	2017.263	2481.853	1828.13	9056.009	2044.57	2044.57	2609.305	8005.929	2787.894	1488.613	1577.176	8107.376	1967.78	1967.78	8718.289	2230.249	8483.127	8257.487	9140.965	2112.78	2112.78	7390.292	1457.125	7816.54	2794.928	4726.073	2580.512	8223.1	1655.546	1655.546	2346.2	7930.516	1816.362	2460.235	8065.852	2083.237	8810.47	8810.47	9274.512	8337.329	2260.191	2437.412	8995.424	9133.596	9133.596	2993.346	8257.633	1418.658	8434.039	9013.525	2855.433	2855.433	8371.931	8766.238	8593.188	2195.935	8243.906	5359.234	8883.808	8068.037	8068.037	8388.84	9015.235	1894.014	8610.217	9045.667	7805.209	7805.209	2410.718	8629.831	8930.213
19	wnt7211.py	3849.427	8288.314	8107.353	8795.163	1801.928	7719.952	2737.072	2294.994	8393.663	8308.085	7832.673	7929.578	1624.776	4001.595	7945.96	2304.03	5148.736	7600.171	1.0	2648.551	2648.551	4259.764	9195.235	7941.533	2352.066	8422.127	2540.245	8178.754	8178.754	1755.112	9009.171	8445.43	9037.881	1507.96	2917.693	2917.693	7967.623	1165.218	1706.914	8806.579	1996.241	8825.215	8825.215	7518.627	8116.715	8445.704	4065.728	8971.816	4554.975	9400.39	8477.623	8477.623	2130.701	2993.019	1891.083	8033.734	1620.548	8404.179	8404.179	1733.234	8110.45	1974.076	2412.086	2592.838	3422.837	7807.22	7807.22	2228.384	8248.323	9186.012	1838.823	2681.826	3021.943	1495.677	1495.677	8586.657	2375.753	3087.93	8615.66	7854.455	2620.649	2620.649	9067.645	8068.881	2206.484	2720.665	7816.128	3724.763	1766.465	1766.465	7851.086	3190.282	8226.39	8738.583	7889.939	3036.952	1716.831	1716.831	2792.263	7748.296	3466.064	7961.039	2253.615	2714.993	2714.993	8082.521	8795.075	2434.082	2496.371	8274.975	2036.11	2036.11	3600.363	1413.736	2915.354	1680.772	4976.293	9021.67	9021.67	3446.804	3631.881	2834.571	2454.901	7778.731	9278.482	9278.482	8916.145	1795.322	2109.324	2410.644	2206.542	1054.584	9042.506	9042.506	3123.505	2174.154	7937.481	3138.969	1774.962	1593.636	8026.482	8026.482	3314.862	8659.329	2025.685	8384.86	8232.087	9062.709	2049.781	2049.781	7436.675	1945.286	7760.646	2990.673	4629.55	2803.868	8150.996	8150.996	2363.61	2476.097	7901.115	1628.539	2328.398	7991.489	2282.639	2282.639	7928.904	9225.43	8234.507	1840.74	2076.032	8931.244	8931.244	1514.884	3187.274	8149.197	1529.042	8396.888	8939.717	3186.11	2895.515	2895.515	8691.034	8563.621	2355.77	8205.105	4949.459	8797.352	8019.267	8019.267	8302.852	8970.471	2228.927	8516.0	8933.923	7720.09	1795.465	1795.465	8601.235	8932.15
20	wnt4603.py	4953.999	9063.839	8968.616	9564.802	2422.554	8565.899	1528.693	2808.522	9161.088	9023.744	8766.623	4530.411	2344.36	9673.497	8908.739	1739.174	9560.117	8422.019	2648.551	1.0	1979.822	3532.275	10033.575	8652.992	1731.641	1731.641	1874.475	9048.639	4483.541	2068.137	9731.388	9221.562	9740.052	2725.771	1997.145	1997.145	8905.495	2629.983	3438.781	9548.327	3000.541	9416.612	9354.154	8291.214	8291.214	9230.106	4968.972	9515.352	5530.852	9627.025	9339.319	9339.319	3298.396	4602.043	2725.23	9004.824	3133.111	9154.895	5966.482	2695.747	2695.747	3349.714	3695.505	2073.344	2461.231	8707.522	8838.292	2445.87	2445.87	9488.937	2400.503	3786.258	2302.192	2625.255	6808.817	9406.577	3051.729	3051.729	9408.223	8634.233	3420.078	9697.251	9602.659	8795.138	8795.138	2360.899	8599.631	5430.826	2657.398	3104.312	8663.778	1846.002	1846.002	9437.212	8827.092	1913.167	3054.857	9689.433	3870.446	8623.755	4422.85	4422.85	2380.72	3875.313	9113.569	8968.838	9563.583	3451.183	2009.623	2009.623	3390.704	4323.07	4853.973	2543.392	1977.499	1943.777	6127.141	6127.141	3209.5	5048.404	4173.38	4355.372	4053.785	8639.162	9591.43	9591.43	9434.794	2956.611	2365.362	2656.127	3485.395	3077.379	9525.322	9525.322	2053.208	3418.86	8816.871	1836.667	2333.963	2655.239	8882.31	2107.824	2107.824	9365.957	3158.96	9168.205	8883.22	9462.81	3218.878	3218.878	8171.083	2045.239	8681.188	2267.355	5317.259	1658.842	8999.8	8999.8	3426.913	3642.746	8659.192	2799.768	3488.208	9006.336	1567.581	9512.6	9512.6	9642.634	8965.796	2561.529	3673.216	9660.54	9338.364	9338.364	2106.959	9122.691	2530.739	9001.377	9626.713	1935.484	1966.678	1966.678	9464.234	9362.811	3066.036	8977.265	6729.298	9604.161	9604.161	2125.889	9124.377	9695.947	2414.878	9301.739	9783.061	8697.662	8697.662	1672.918	9340.719	9645.41
21	wnt9839.py	4871.823	9262.294	9156.91	9646.903	2868.39	8860.76	1416.402	2872.678	9161.088	9360.106	8930.361	4567.389	2804.369	9333.485	9025.986	2438.984	9529.281	8422.019	2648.551	1979.822	1.0	3305.437	10103.929	8955.948	2242.348	2242.348	1528.036	9054.288	4734.216	2441.45	9623.024	9379.995	9420.355	9420.355	1519.949	9309.694	9051.571	2745.186	3718.363	9406.649	3070.272	3070.272	9103.358	8568.069	9148.075	9422.485	4957.939	9235.867	9235.867	9242.582	9344.447	6183.547	3310.1	4905.593	2784.64	2784.64	3654.017	9451.095	5775.673	3345.27	9114.91	3694.967	3857.239	2279.16	2279.16	8742.768	9069.136	3160.58	9278.649	9142.793	3021.258	3791.687	1912.09	1912.09	7157.192	9491.321	3066.434	1742.646	9497.687	8906.698	3656.69	9347.498	9347.498	9073.002	3735.659	1752.701	8628.875	5760.68	2963.002	2963.002	8997.107	1705.506	9303.587	9289.874	9023.903	1235.913	3378.1	3378.1	3987.515	8896.139	4622.033	9006.831	2384.811	3938.384	9302.285	9069.105	9069.105	3415.868	1868.175	9336.811	3492.878	4440.101	5249.999	2870.886	1375.91	1375.91	6134.537	9303.886	3152.416	5352.646	4204.007	4440.762	4278.788	8828.074	8828.074	1877.248	9133.814	2788.031	2629.084	2552.304	3730.195	3341.466	3341.466	3571.564	1999.872	3189.736	9042.737	1690.389	2475.109	2851.004	2851.004	2504.504	2142.2	9524.728	2907.769	9459.912	9225.962	9225.962	3611.496	9410.439	8496.193	2161.855	8848.221	2029.708	5236.999	5236.999	9250.703	2412.918	3546.974	4047.236	8983.027	3052.984	3052.984	9077.859	2050.455	9609.909	9037.313	9247.063	9166.732	9166.732	3865.135	9501.026	8992.246	2639.389	1576.578	9339.949	2996.863	9316.431	9316.431	1893.821	1507.866	9348.697	9274.835	9471.86	3015.678	3015.678	6854.855	9464.813	9040.171	1507.402	9314.218	9899.145	9899.145	9222.834	9520.13	8887.066	3301.92	1670.854	9539.077	9605.024
27	wnt2072.py	4434.515	8975.476	8874.475	9566.447	2571.348	8614.656	1644.07	2147.398	9257.826	9086.098	8565.258	4191.827	2376.614	9400.873	8685.256	2074.855	9176.273	8385.388	2540.245	1874.475	1528.036	3167.655	10055.758	8812.041	2188.325	9141.005	1.0	8784.653	4068.418	2100.336	9647.975	9647.975	9510.462	2728.847	1234.975	9019.505	8702.746	2295.954	2295.954	9376.482	2475.378	9135.686	9124.57	8418.029	8844.673	9171.97	9171.97	9257.509	5249.422	9357.738	9103.817	5872.229	2935.504	4304.626	4304.626	8719.363	3282.598	9232.218	5561.993	3138.172	8860.287	3310.205	3310.205	2156.106	1964.137	8382.82	8711.864	2958.577	8980.281	9244.779	9244.779	3242.052	1689.149	2586.886	6956.827	9332.438	2505.74	1708.811	1708.811	8656.041	3075.117	9431.258	9341.843	8773.594	3080.497	1446.776	1446.776	5214.887	2592.44	2834.234	8741.456	1645.306	9048.674	9212.808	9212.808	1482.059	3103.144	9571.596	3306.893	8545.585	3890.279	8782.825	8782.825	3276.422	9107.205	8769.338	9437.186	2808.98	1440.773	9067.03	9067.03	4112.659	4684.877	2465.871	1408.401	2165.866	5668.533	9363.959	9363.959	4725.93	3787.28	3801.585	3707.713	8505.108	9314.754	9314.754	9166.511	2435.776	2517.385	1901.707	3298.714	2817.868	9045.999	9045.999	1685.943	2834.096	8758.265	1803.965	2298.725	2459.218	8675.021	8675.021	1948.641	9366.031	2568.367	9282.76	9054.495	9212.068	3337.797	3337.797	8210.058	1737.454	8495.038	1446.637	5037.031	1581.348	9016.11	9016.11	3094.561	3545.718	8762.164	2708.185	3402.845	8729.233	1940.657	1940.657	8685.216	9376.818	9091.468	2581.686	3229.158	9498.602	9075.426	9075.426	1499.609	8973.031	2618.83	9245.922	9435.574	1850.005	1850.005	9045.086	9161.541	9224.057	2592.775	8988.383	6325.401	9381.325	9381.325	1426.27	9105.888	9770.793	2271.67	9033.796	9506.211	8509.572	8509.572	1523.013	9343.667	9294.736
29	wnt4311.py	3233.582	7375.645	7156.564	8158.527	3184.733	6808.747	4543.896	2873.579	7621.184	7408.437	6685.109	3504.678	3076.108	8465.712	6789.176	3736.91	7820.035	2701.04	8178.754	4483.541	4734.216	5065.079	8592.97	7325.275	3927.763	7534.539	4068.418	7145.79	1.0	3496.814	3496.814	7513.288	8295.231	2653.614	4264.158	7363.437	6821.247	3237.388	3237.388	8007.262	2322.532	7954.452	8151.187	6921.181	7071.086	7565.067	7565.067	8062.614	4823.671	8746.83	7461.592	4838.763	2869.162	2869.162	3672.288	6900.112	2851.524	7607.586	5249.409	3408.859	7203.903	2428.221	2428.221	4434.214	4429.526	6667.667	6776.295	3699.684	7239.259	8434.136	8434.136	2148.229	4289.707	2763.812	5222.482	7807.978	2697.217	4690.923	4690.923	7028.114	2621.694	8348.629	8226.936	7116.721	2237.994	2237.994	6727.623	2109.685	2945.035	2410.822	6994.422	4793.213	7378.742	7894.061	7894.061	4642.556	2937.166	8220.822	2213.987	6612.768	2443.102	7145.869	3546.302	3546.302	7665.765	7060.19	7961.26	2365.856	3815.282	7397.699	2655.633	2655.633	2252.662	2863.468	4672.143	3608.94	3924.165	8299.745	8299.745	1728.432	3716.825	2001.304	2022.493	6666.547	8555.716	8555.716	8115.285	3099.259	3645.173	3146.422	2786.952	2604.69	8118.824	8118.824	4510.321	3020.86	6936.949	4456.215	3511.873	2828.651	2828.651	3587.311	4446.688	7906.523	3013.356	7769.886	7549.481	8285.324	8285.324	7707.738	6465.864	3571.018	6566.388	4158.884	5060.96	4671.961	4671.961	3306.271	2903.141	2482.971	7071.303	2647.609	2838.554	6812.355	6812.355	8018.511	6930.395	8533.183	7598.525	3250.66	3250.66	8206.578	8298.185	3520.013	4748.86	7061.078	3053.553	7847.128	7847.128	4542.397	4179.142	7303.515	7778.836	7570.294	2930.034	7342.185	3456.573	3456.573	7308.26	4413.389	7545.84	8267.656	3358.482	7505.906	7505.906	6566.634	2540.697	4424.743	7844.291	7854.617
30	wnt7763.py	4218.348	8704.668	8547.73	9229.126	1669.557	8166.272	2110.767	2406.933	8828.756	7408.437	6685.109	3938.959	3076.108	9596.985	8371.204	1785.832	9101.049	8040.356	1755.112	2068.137	2441.45	3724.458	9601.06	8354.145	1803.645	8865.119	2100.336	8559.749	3496.814	1.0	9433.957	8823.243	9469.314	9469.314	2394.748	8699.981	8385.756	1843.151	2398.067	9224.916	2337.138	2337.138	9235.673	7976.037	8536.605	8877.772	4321.08	9303.381	4919.177	9681.914	9681.914	5669.091	2574.121	3556.133	2120.598	8455.644	2113.346	2113.346	5427.076	2109.623	8512.008	2481.395	3018.511	2114.586	2893.192	8143.884	8376.536	8376.536	8689.22	9451.272	2046.091	3142.334	2306.479	1966.603	6309.802	6309.802	2517.238	2343.516	9026.644	8279.122	2728.489	9548.799	9548.799	8400.332	2553.481	2483.631	8112.702	4437.281	1918.294	2323.52	2323.52	2519.555	8660.386	9126.611	8337.393	2338.159	2199.662	2199.662	3015.822	8195.303	3573.069	8388.212	2073.315	3067.341	8727.872	8458.548	8458.548	2709.619	2056.855	8702.425	2538.894	3551.036	4110.628	1984.492	1984.492	1773.191	5423.31	9426.149	2803.868	4049.153	3638.362	3463.784	3463.784	8228.911	9561.41	2285.528	9244.388	2007.786	2085.334	2479.532	2711.263	1989.679	1989.679	2282.904	2423.847	2620.156	8376.704	2459.749	1680.146	2064.513	2064.513	1981.053	2723.83	9068.621	2471.088	8813.953	8588.349	9361.9	9361.9	8879.288	7813.509	1861.264	8189.924	2324.529	4895.43	2396.424	2396.424	1887.239	2778.596	2852.516	8253.969	2136.87	2760.865	2760.865	1922.207	9185.714	8364.983	9578.375	8577.61	2144.677	2638.026	2638.026	9287.032	1571.032	2608.404	8614.069	1804.03	8731.137	9339.296	9339.296	2367.495	8792.663	9065.601	8909.451	2525.968	8563.973	8563.973	9216.034	8399.587	2563.008	8738.481	9426.1	1822.429	1822.429	9396.049	8190.829	2018.924	2130.79	8990.62	9190.621
35	wnt1264.py	4439.834	8945.25	8831.606	9369.092	2882.287	8663.241	1673.281	2416.632	9201.421	9039.107	8527.258	4168.737	2657.476	9123.81	8654.212	2131.406	9070.123	8478.826	2917.693	1997.145	1519.949	3019.858	9908.183	7834.357	2433.808	8254.4	1234.975	8688.324	4264.158	2394.748	9413.131	9034.033	9232.139	3080.859	1.0	8966.114	8700.986	2716.323	2716.323	9141.72	2593.576	8883.907	8843.857	8516.195	8795.336	9112.727	9112.727	8994.985	5304.922	9085.408	8957.475	5856.971	2998.797	2998.797	3108.189	8657.723	3623.426	9172.985	5497.666	5497.666	8860.617	3532.092	3302.706	2557.057	1630.792	8317.418	8770.496	3084.927	3084.927	8940.712	2979.011	3383.21	1635.022	2828.386	7147.195	9184.492	9184.492	1486.346	9179.853	8709.277	3246.044	9174.833	9102.043	8749.193	8749.193	1492.737	8206.167	5439.999	2742.165	3064.279	8811.228	8811.228	8986.768	8969.626	8722.578	1223.063	3416.871	9324.867	3438.139	3438.139	4148.758	8852.508	2199.268	3409.779	9043.643	8724.537	9246.146	2905.369	2905.369	9031.498	3220.152	4225.398	4930.34	2635.405	1566.173	1566.173	5712.912	9083.72	2822.272	4936.934	3754.187	4037.901	4037.901	8538.79	9029.811	1471.891	8886.065	2646.977	2896.42	2896.42	3392.95	3225.945	8826.994	3313.006	1475.729	3079.328	8767.794	8767.794	2502.394	2680.135	8643.669	2578.944	1881.11	9231.816	2868.626	9227.671	9227.671	8939.897	3612.222	9172.735	8329.386	2062.029	8533.465	1281.487	1281.487	1664.598	9008.921	2189.138	3228.606	3737.149	8806.281	8806.281	3541.948	8722.496	2049.217	9334.031	8757.154	9118.573	9168.919	9168.919	3484.852	9261.982	8787.185	2647.098	1305.669	1305.669	2880.525	9280.493	9197.596	1724.206	1107.935	8995.818	8961.723	8961.723	2657.711	8952.704	6559.496	9171.718	8858.374	1256.37	1256.37	9668.262	2407.225	8854.801	9271.057	8589.983	2949.4	2949.4	9195.273	9154.733
39	wnt5009.py	4220.515	8015.062	7835.726	8498.714	2263.618	7441.299	3413.469	2510.843	8134.525	8049.238	7651.687	3989.749	2134.577	8984.434	8049.379	3010.244	8865.693	7297.695	1706.914	3438.781	3718.363	4776.985	8818.68	7637.037	2895.367	8137.511	2295.954	7893.728	3237.388	2398.067	8662.362	8135.954	8754.757	1933.988	2716.323	8049.911	7606.856	2296.548	1.0	8515.416	2377.22	8594.085	8745.465	7229.349	7229.349	8121.8	4374.092	8727.276	4901.873	9101.475	8294.254	8294.254	2760.566	2511.777	2096.599	7775.772	1843.209	8144.093	5604.838	5604.838	7834.748	1862.315	2600.167	3200.374	4052.488	7752.104	7752.104	2615.949	7964.652	8919.088	2141.369	2631.392	3678.117	1933.133	5327.885	5327.885	2429.987	3850.587	8347.07	7576.148	2772.914	8891.953	8789.991	7783.507	7783.507	3280.349	7772.224	3019.181	2307.167	1755.91	7556.308	7556.308	8005.038	8474.895	7601.109	3786.01	1870.605	8707.669	8707.669	7471.816	3253.078	7688.193	2709.116	2654.214	8045.499	8045.499	8510.827	2528.981	3294.374	7993.069	2480.212	3186.603	2937.898	2937.898	3783.62	2351.841	5081.769	8733.439	2392.44	2708.468	4239.138	2694.687	2694.687	7500.259	8971.633	3655.901	8676.132	2051.308	2417.342	2417.342	2821.407	1668.795	9161.602	1943.405	3874.869	2720.979	7660.149	7660.149	2040.523	1730.898	7741.801	2470.129	4033.251	8412.378	2622.198	2622.198	7973.961	8833.19	1835.786	8142.333	7062.436	2533.934	7399.929	7399.929	5097.308	3463.008	7895.476	2281.637	2982.21	2722.27	2722.27	2220.987	2533.903	7649.529	3020.506	8460.991	7619.318	8941.194	8941.194	2355.487	2407.527	8628.441	8835.069	2143.135	3963.579	7793.693	7793.693	8138.062	8673.373	3796.362	3561.715	8062.498	8385.899	8328.09	2770.604	2770.604	4291.582	8575.403	7722.974	3618.535	8048.325	8617.072	2580.084	2580.084	8578.621	7377.487	2151.059	3364.118	8307.684	8926.611
