	Six_mouse_models37455.py	Six_mouse_models20174.py	Six_mouse_models38690.py	Six_mouse_models10811.py	Six_mouse_models15117.py	Six_mouse_models24968.py	Six_mouse_models918.py	Six_mouse_models36618.py	Six_mouse_models12314.py	Six_mouse_models22789.py	Six_mouse_models8863.py	Six_mouse_models24535.py	Six_mouse_models39421.py	Six_mouse_models23566.py	Six_mouse_models27791.py	Six_mouse_models36432.py	Six_mouse_models30179.py	Six_mouse_models12750.py	Six_mouse_models8255.py	Six_mouse_models49893.py	Six_mouse_models23222.py	Six_mouse_models17756.py	Six_mouse_models48513.py	Six_mouse_models24703.py	Six_mouse_models31015.py	Six_mouse_models11370.py	Six_mouse_models7247.py	Six_mouse_models6364.py	Six_mouse_models49081.py	Six_mouse_models18368.py	Six_mouse_models28062.py	Six_mouse_models33861.py	Six_mouse_models14178.py	Six_mouse_models36715.py	Six_mouse_models4575.py	Six_mouse_models24482.py	Six_mouse_models25136.py	Six_mouse_models14262.py	Six_mouse_models44251.py	Six_mouse_models48573.py	Six_mouse_models38755.py	Six_mouse_models655.py	Six_mouse_models2564.py	Six_mouse_models25663.py	Six_mouse_models13801.py	Six_mouse_models20327.py	Six_mouse_models9268.py	Six_mouse_models23848.py	Six_mouse_models19966.py	Six_mouse_models2110.py	Six_mouse_models24016.py	Six_mouse_models23833.py	Six_mouse_models26036.py	Six_mouse_models9042.py	Six_mouse_models44717.py	Six_mouse_models25959.py	Six_mouse_models20817.py	Six_mouse_models10289.py	Six_mouse_models30124.py	Six_mouse_models9465.py	Six_mouse_models32.py	Six_mouse_models43061.py	Six_mouse_models24027.py	Six_mouse_models43439.py	Six_mouse_models32878.py	Six_mouse_models18683.py	Six_mouse_models17239.py	Six_mouse_models18082.py	Six_mouse_models23837.py	Six_mouse_models24115.py	Six_mouse_models42115.py	Six_mouse_models12693.py	Six_mouse_models469.py	Six_mouse_models20897.py	Six_mouse_models13033.py	Six_mouse_models38578.py	Six_mouse_models46556.py	Six_mouse_models2070.py	Six_mouse_models17178.py	Six_mouse_models4952.py	Six_mouse_models3269.py	Six_mouse_models4128.py	Six_mouse_models49270.py	Six_mouse_models45856.py	Six_mouse_models39041.py	Six_mouse_models9617.py	Six_mouse_models380.py	Six_mouse_models4407.py	Six_mouse_models22040.py	Six_mouse_models48086.py	Six_mouse_models5551.py	Six_mouse_models28097.py	Six_mouse_models40464.py	Six_mouse_models25517.py	Six_mouse_models5535.py	Six_mouse_models33140.py	Six_mouse_models36748.py	Six_mouse_models24474.py	Six_mouse_models19402.py	Six_mouse_models28226.py	Six_mouse_models31826.py	Six_mouse_models3490.py	Six_mouse_models25955.py	Six_mouse_models10170.py	Six_mouse_models16824.py	Six_mouse_models45064.py	Six_mouse_models10486.py	Six_mouse_models16162.py	Six_mouse_models38863.py	Six_mouse_models15504.py	Six_mouse_models11017.py	Six_mouse_models26179.py	Six_mouse_models47608.py	Six_mouse_models28537.py	Six_mouse_models36339.py	Six_mouse_models44324.py	Six_mouse_models34148.py	Six_mouse_models48880.py	Six_mouse_models43457.py	Six_mouse_models18305.py	Six_mouse_models12049.py	Six_mouse_models26804.py	Six_mouse_models34188.py	Six_mouse_models26653.py	Six_mouse_models1007.py	Six_mouse_models27183.py	Six_mouse_models49851.py	Six_mouse_models40438.py	Six_mouse_models41648.py	Six_mouse_models29270.py	Six_mouse_models2970.py	Six_mouse_models433.py	Six_mouse_models2596.py	Six_mouse_models46861.py	Six_mouse_models9475.py	Six_mouse_models3660.py	Six_mouse_models35271.py	Six_mouse_models4828.py	Six_mouse_models43407.py	Six_mouse_models33559.py	Six_mouse_models436.py	Six_mouse_models19407.py	Six_mouse_models4411.py	Six_mouse_models41645.py	Six_mouse_models24658.py	Six_mouse_models35416.py	Six_mouse_models17088.py	Six_mouse_models15222.py	Six_mouse_models40675.py	Six_mouse_models28548.py	Six_mouse_models44200.py	Six_mouse_models749.py	Six_mouse_models25281.py	Six_mouse_models29151.py	Six_mouse_models39562.py	Six_mouse_models18989.py	Six_mouse_models39307.py	Six_mouse_models27280.py	Six_mouse_models45447.py	Six_mouse_models49200.py	Six_mouse_models8909.py	Six_mouse_models46675.py	Six_mouse_models10710.py	Six_mouse_models677.py	Six_mouse_models37595.py	Six_mouse_models44792.py	Six_mouse_models35625.py	Six_mouse_models47451.py	Six_mouse_models48604.py	Six_mouse_models39401.py	Six_mouse_models21704.py	Six_mouse_models8585.py	Six_mouse_models33993.py	Six_mouse_models16182.py	Six_mouse_models39436.py	Six_mouse_models48847.py	Six_mouse_models21597.py	Six_mouse_models30079.py	Six_mouse_models14974.py	Six_mouse_models19283.py	Six_mouse_models4772.py	Six_mouse_models7712.py	Six_mouse_models14155.py	Six_mouse_models39349.py	Six_mouse_models43352.py	Six_mouse_models36290.py	Six_mouse_models26931.py	Six_mouse_models49815.py	Six_mouse_models9766.py	Six_mouse_models46973.py	Six_mouse_models33238.py	Six_mouse_models29317.py	Six_mouse_models22723.py	Six_mouse_models32887.py	Six_mouse_models23955.py	Six_mouse_models23349.py	Six_mouse_models48145.py	Six_mouse_models47029.py	Six_mouse_models1439.py	Six_mouse_models23784.py	
Six_mouse_models28537.py	2254.02	771.993	2239.857	2264.137	2263.28	440.992	2297.637	2251.952	2272.189	2208.688	301.044	2227.258	2214.605	820.276	382.149	385.781	560.118	932.568	270.349	493.065	2229.951	402.301	474.634	344.395	2204.415	2242.37	190.525	2207.536	509.526	363.905	2195.998	800.866	2189.458	2256.426	186.467	2260.237	729.336	150.661	300.648	2259.291	2244.303	436.277	563.477	509.653	2218.255	411.052	2233.637	2226.885	2230.556	2195.907	382.823	2255.662	2223.279	559.318	2196.631	2286.361	900.455	2246.558	526.455	2289.522	293.053	786.706	2245.471	2197.372	482.929	2213.481	2192.127	2230.061	450.573	2217.165	2227.0	354.186	2233.695	494.846	2280.152	2215.517	560.636	516.649	534.382	330.446	589.637	553.174	2184.473	467.472	553.286	2174.363	2193.744	643.169	478.427	2219.836	592.703	501.678	2264.216	334.44	2313.664	2198.893	781.526	530.741	263.469	448.107	232.625	2262.433	2248.605	220.832	754.504	2230.617	190.86	2165.021	2264.805	601.703	451.569	2286.902	246.1	0.0	2292.297	2284.456	2262.311	357.075	2291.016	2192.878	408.262	658.835	2214.331	975.381	478.865	2268.215	2172.334	210.403	262.264	2218.032	2270.325	2234.445	2218.062	2256.936	2186.651	316.266	2223.928	861.758	553.026	2279.972	2216.575	2163.963	2202.013	501.035	596.327	2269.229	637.92	2236.638	2244.441	462.161	226.338	2218.383	2226.137	2208.023	454.913	252.25	2213.947	2237.234	2282.331	552.466	2175.255	321.293	2212.367	441.094	2249.391	2206.261	2283.034	2172.785	2294.867	2178.789	830.529	542.082	967.065	2275.657	2211.038	865.353	554.707	520.775	381.828	495.796	2273.18	2256.405	634.255	2209.773	227.934	2238.674	2220.607	2207.057	2168.167	287.914	2271.286	332.241	2246.734	2246.668	2275.854	2268.961	2190.133	2236.185	495.061	485.164	
Six_mouse_models36339.py	1011.241	2384.139	389.241	1002.763	458.647	2237.853	1008.62	606.331	367.246	575.039	2250.996	500.6	552.34	2414.263	2254.137	2232.809	2239.528	2353.741	2253.826	2227.854	540.017	2243.855	2295.462	2251.583	574.233	598.692	2274.519	569.795	2300.135	2240.487	607.324	2392.481	578.243	1085.655	2286.808	474.214	2366.693	2281.805	2245.287	420.876	1131.392	2298.991	2278.496	2294.557	621.959	2258.591	439.688	518.037	490.352	602.975	2262.445	448.646	632.267	2244.22	722.073	293.334	2367.582	973.696	2301.685	151.269	2260.511	2388.893	469.429	614.617	2298.913	1047.492	608.853	535.211	2277.634	537.696	599.627	2242.729	495.249	2214.49	382.091	527.128	2289.531	2228.568	2296.638	2289.126	2230.308	2227.852	713.272	2244.866	2287.069	651.064	589.263	2286.454	2250.745	536.399	2215.702	2265.529	434.308	2253.412	970.062	729.692	2297.829	2235.923	2279.291	2250.486	2275.148	469.043	449.187	2278.29	2387.464	656.725	2286.652	660.145	291.839	2226.058	2248.123	954.919	2291.831	2292.297	0.0	1050.834	420.554	2276.379	325.244	927.458	2270.433	2268.508	712.02	2337.972	2243.589	271.064	659.76	2268.404	2263.199	1145.724	246.253	615.879	660.322	885.833	715.602	2263.267	358.007	2355.526	2286.401	213.259	404.113	791.544	679.872	2253.65	2278.888	426.142	2263.043	883.877	288.026	2264.236	2288.327	1143.703	700.597	600.89	2225.35	2261.699	613.219	423.403	523.584	2248.072	722.153	2279.74	604.028	2261.915	386.748	595.273	432.3	608.506	963.964	741.547	2346.407	2242.597	2356.538	300.568	762.203	2384.568	2207.866	2222.466	2259.291	2264.577	492.213	276.62	2257.275	789.087	2286.348	910.825	443.28	660.866	990.953	2257.483	938.135	2262.179	329.995	420.37	280.249	581.935	638.131	466.924	2280.89	2235.669	
Six_mouse_models44324.py	532.093	2303.023	951.134	540.372	918.17	2371.446	472.588	873.589	972.054	869.818	2307.273	864.841	889.271	2303.908	2345.675	2356.663	2396.595	2246.178	2292.2	2371.722	867.366	2361.295	2285.469	2352.575	861.92	887.417	2296.189	847.186	2280.581	2315.258	827.433	2263.626	867.078	371.154	2314.145	936.009	2281.122	2302.241	2297.591	1029.631	427.848	2260.415	2321.19	2238.435	910.658	2296.582	930.838	869.707	870.777	833.705	2328.123	915.242	826.052	2381.954	854.888	968.922	2229.363	412.122	2281.1	1016.449	2287.591	2248.031	902.1	814.621	2279.306	395.319	854.748	875.499	2323.383	824.821	865.942	2314.416	936.621	2394.294	950.101	888.423	2256.936	2337.287	2319.062	2307.018	2394.046	2367.835	843.279	2358.924	2237.096	794.114	877.756	2357.211	2382.177	816.034	2401.868	2322.427	1023.554	2339.095	698.637	830.484	2262.781	2343.28	2297.601	2377.973	2302.322	932.819	965.541	2292.163	2271.34	841.952	2312.384	861.468	985.942	2387.775	2329.708	626.481	2319.16	2284.456	1050.834	0.0	937.913	2315.956	1022.216	691.93	2302.424	2294.125	804.063	2296.919	2308.36	1008.434	821.16	2273.855	2321.067	468.142	998.4	929.277	805.812	659.254	842.55	2350.468	970.406	2234.57	2258.1	987.801	945.709	845.631	887.968	2338.705	2316.947	964.369	2277.4	527.947	995.702	2337.214	2304.247	453.059	905.224	848.662	2299.217	2265.642	838.942	933.555	965.618	2405.109	819.91	2302.529	824.443	2349.851	935.593	884.293	917.784	880.145	625.509	827.811	2217.904	2378.582	2284.224	1026.307	814.16	2241.051	2336.786	2345.134	2274.612	2361.699	929.391	946.777	2244.533	904.236	2299.556	738.071	955.567	864.083	679.219	2248.087	730.682	2295.111	963.867	943.155	972.06	954.617	881.872	943.68	2219.693	2280.335	
Six_mouse_models34148.py	1009.041	2355.736	494.967	1014.854	508.661	2266.962	978.139	603.034	458.82	448.16	2249.298	459.998	439.556	2403.357	2253.442	2274.879	2285.365	2314.546	2247.868	2263.92	529.068	2278.256	2264.177	2285.119	452.08	616.401	2247.627	449.65	2263.509	2224.864	438.11	2320.038	461.456	948.213	2268.264	459.474	2330.155	2262.68	2228.733	564.509	1006.033	2249.05	2300.854	2243.313	600.817	2221.51	494.558	537.627	427.519	435.162	2244.652	497.06	603.95	2258.571	611.03	277.823	2280.374	920.588	2252.969	319.514	2235.748	2307.03	491.405	474.387	2255.169	962.325	485.806	484.924	2249.985	480.281	558.075	2229.592	507.622	2285.879	191.951	482.853	2239.227	2205.256	2313.953	2251.314	2256.389	2239.645	448.492	2242.315	2236.224	477.73	379.552	2283.834	2271.241	482.873	2263.516	2252.989	583.32	2286.461	959.552	636.608	2238.121	2207.258	2251.218	2300.02	2272.228	269.04	549.206	2257.211	2302.851	587.373	2279.081	526.295	401.333	2249.949	2225.952	909.225	2262.9	2262.311	420.554	937.913	0.0	2248.622	368.252	877.098	2253.939	2236.849	599.969	2270.418	2218.644	313.632	505.309	2229.684	2262.876	1025.72	326.438	618.52	531.78	949.179	487.658	2302.517	305.306	2285.836	2254.907	289.471	314.198	645.995	523.364	2265.285	2266.818	565.956	2226.747	857.165	331.239	2244.93	2280.058	1017.511	626.522	486.674	2201.291	2213.498	482.263	237.17	533.842	2294.93	480.616	2239.134	453.081	2252.712	293.15	435.751	371.201	421.822	907.605	515.66	2294.402	2256.467	2276.757	333.672	607.376	2303.205	2193.244	2222.007	2207.69	2261.507	504.342	323.065	2200.79	661.738	2264.515	897.427	231.592	491.511	899.659	2203.206	965.668	2263.745	251.4	269.738	277.343	541.219	451.337	261.596	2208.621	2182.886	
Six_mouse_models48880.py	2289.421	881.028	2224.828	2301.363	2245.925	424.15	2321.696	2243.084	2255.579	2193.589	352.344	2217.794	2193.986	901.992	359.487	448.406	502.932	997.482	352.378	445.896	2214.35	408.67	503.429	432.228	2202.285	2243.563	310.351	2206.955	550.737	305.676	2196.063	933.822	2174.96	2284.511	327.439	2239.201	819.59	361.475	368.76	2237.497	2271.187	496.054	596.708	537.913	2217.184	377.292	2224.306	2212.463	2233.441	2194.015	336.399	2250.227	2228.151	459.759	2196.924	2269.663	954.135	2269.785	465.462	2268.626	366.534	875.507	2229.807	2204.758	491.208	2246.738	2198.776	2228.693	331.03	2229.461	2226.799	327.342	2223.521	563.761	2261.003	2199.814	536.834	485.782	563.677	316.565	527.875	515.261	2168.708	503.747	546.24	2181.173	2187.988	658.112	538.807	2220.347	592.849	444.372	2246.809	481.838	2344.683	2191.738	827.394	497.272	335.927	468.773	453.715	2257.269	2225.118	374.645	871.09	2232.456	423.952	2163.653	2252.709	527.2	492.569	2311.631	266.679	357.075	2276.379	2315.956	2248.622	0.0	2265.215	2213.376	346.086	674.905	2214.117	995.764	395.402	2251.483	2185.672	376.75	362.478	2256.183	2251.636	2210.902	2192.44	2278.942	2180.012	501.133	2203.209	953.266	492.356	2264.917	2210.166	2164.504	2192.981	420.095	627.68	2277.929	684.132	2260.6	2231.795	489.706	490.422	2241.184	2222.679	2203.607	463.106	391.324	2216.704	2240.034	2273.461	553.398	2173.777	319.115	2216.477	541.02	2259.169	2182.315	2282.078	2167.118	2320.945	2182.184	892.197	545.489	965.234	2258.72	2208.885	944.013	512.314	520.79	363.795	552.458	2281.995	2252.914	677.694	2218.271	447.897	2259.799	2216.233	2203.925	2188.703	373.808	2297.275	501.705	2243.92	2243.027	2258.204	2272.395	2182.292	2238.166	552.34	516.383	
Six_mouse_models43457.py	1010.954	2395.858	404.708	1016.848	424.896	2250.193	953.351	602.332	396.434	500.277	2264.269	523.551	464.677	2428.583	2247.817	2246.509	2242.161	2375.056	2262.664	2252.965	523.447	2245.578	2294.655	2266.004	537.876	642.746	2275.37	532.002	2310.48	2237.005	572.177	2412.896	517.049	1023.605	2277.059	428.042	2379.071	2286.337	2244.312	463.674	1063.304	2287.666	2286.596	2290.278	622.612	2264.513	470.697	523.562	530.489	570.709	2247.704	503.674	667.596	2255.986	679.405	285.565	2367.089	925.697	2290.712	236.442	2271.461	2397.089	497.78	618.733	2299.627	1031.313	588.721	513.816	2275.119	591.027	619.439	2239.359	539.538	2245.621	288.874	517.23	2284.842	2233.743	2324.087	2286.232	2250.165	2235.53	615.614	2248.711	2285.279	626.73	529.978	2282.437	2263.286	557.274	2241.087	2272.673	470.316	2271.386	947.222	684.842	2293.887	2241.446	2282.574	2275.142	2293.454	403.523	494.512	2278.038	2393.916	639.639	2288.693	648.431	352.952	2240.785	2250.93	935.321	2283.133	2291.016	325.244	1022.216	368.252	2265.215	0.0	909.536	2268.343	2272.343	713.623	2348.01	2252.471	296.179	664.94	2258.528	2273.849	1121.444	282.976	554.168	573.975	888.211	651.067	2278.524	284.13	2369.431	2291.11	311.347	347.403	753.831	616.186	2245.904	2274.142	550.472	2269.239	849.933	297.183	2274.286	2299.812	1074.841	679.407	574.514	2226.535	2256.921	588.369	396.686	504.322	2270.49	683.416	2271.565	621.707	2264.044	447.088	530.249	428.838	585.903	926.285	699.683	2355.929	2271.563	2351.016	210.128	716.862	2382.317	2215.646	2237.862	2256.451	2287.571	532.795	398.479	2254.931	768.545	2294.521	926.531	405.567	615.138	956.033	2248.76	960.149	2285.358	368.47	384.77	361.689	551.338	559.454	469.044	2265.327	2234.208	
Six_mouse_models18305.py	484.383	2293.677	825.092	551.073	779.59	2260.825	586.231	671.607	870.163	763.252	2217.972	777.019	833.663	2297.483	2231.973	2254.452	2292.344	2196.678	2207.626	2278.58	719.035	2258.958	2156.046	2255.663	760.575	653.752	2203.883	756.365	2158.476	2203.378	773.322	2252.928	789.453	624.448	2212.49	839.168	2282.285	2197.081	2186.067	926.12	588.863	2136.522	2197.546	2139.904	655.67	2205.084	819.036	802.409	786.392	782.279	2205.065	798.88	645.056	2290.453	634.392	899.616	2204.029	588.687	2163.305	915.904	2196.016	2246.135	839.295	760.659	2162.202	592.234	763.01	789.389	2219.245	758.913	652.357	2197.912	813.875	2291.655	886.589	762.864	2145.33	2232.06	2198.889	2193.643	2299.146	2262.901	810.544	2256.672	2137.388	740.685	785.471	2235.929	2270.581	740.661	2300.352	2196.733	905.093	2246.182	675.643	613.694	2146.044	2246.493	2214.3	2256.852	2219.578	883.883	865.577	2209.167	2248.157	623.115	2211.405	781.519	873.535	2300.405	2238.309	653.376	2225.733	2192.878	927.458	691.93	877.098	2213.376	909.536	0.0	2200.12	2195.631	655.655	2234.501	2211.002	890.226	765.521	2172.556	2226.403	610.457	903.596	871.318	719.911	756.149	816.011	2250.056	846.99	2194.098	2144.168	888.015	848.839	639.828	834.297	2213.016	2198.327	848.506	2173.383	645.836	869.118	2250.087	2215.548	558.745	671.714	765.56	2211.921	2159.464	776.862	838.744	787.986	2307.428	791.536	2215.909	778.044	2251.462	847.115	806.479	809.058	789.176	647.474	808.667	2203.143	2281.19	2243.415	903.473	659.319	2207.263	2232.431	2236.215	2185.148	2266.883	727.509	869.489	2155.384	712.077	2213.057	236.516	866.278	789.928	196.932	2159.327	685.47	2222.572	854.786	846.372	878.794	750.307	798.99	859.816	2112.064	2194.947	
Six_mouse_models12049.py	2267.641	848.617	2237.606	2270.694	2253.753	467.064	2316.519	2238.517	2256.613	2221.155	347.929	2241.123	2212.175	861.66	445.749	362.276	483.954	963.915	336.825	337.518	2236.555	318.765	414.496	353.326	2228.173	2234.522	370.025	2232.17	451.532	362.276	2217.574	909.725	2200.174	2267.169	371.559	2253.779	808.389	398.572	371.552	2240.76	2249.617	422.395	508.053	449.629	2207.17	406.065	2241.571	2228.789	2243.641	2214.777	289.64	2274.2	2217.631	497.588	2186.339	2274.679	936.937	2268.708	391.669	2267.158	324.999	860.039	2251.058	2224.762	373.706	2220.774	2225.035	2254.624	343.039	2246.058	2211.362	389.732	2237.069	451.957	2266.809	2216.116	445.641	432.317	439.049	295.675	421.465	381.573	2190.558	436.722	451.183	2203.613	2206.859	522.193	480.079	2243.451	470.638	406.499	2259.354	370.994	2302.267	2180.097	804.732	416.352	375.877	321.002	442.037	2268.942	2239.683	430.131	887.306	2230.271	431.692	2185.662	2265.977	453.539	435.909	2273.111	372.562	408.262	2270.433	2302.424	2253.939	346.086	2268.343	2200.12	0.0	516.332	2204.93	960.127	413.288	2255.849	2206.647	390.329	336.05	2232.4	2254.644	2233.26	2204.906	2283.761	2199.577	472.574	2216.347	954.805	446.844	2263.405	2228.439	2152.274	2208.678	397.981	482.948	2280.903	557.681	2257.985	2245.689	382.702	495.903	2215.361	2213.534	2230.624	372.672	485.425	2236.849	2255.398	2256.027	441.8	2193.244	372.181	2229.163	490.613	2268.077	2197.026	2283.697	2183.318	2284.59	2203.532	866.9	463.394	927.565	2267.352	2192.865	952.884	458.728	452.391	402.878	458.77	2262.157	2257.761	545.202	2190.038	459.684	2240.689	2226.769	2225.281	2171.501	445.993	2258.956	447.532	2251.328	2261.062	2259.5	2255.077	2203.913	2248.548	527.637	454.924	
Six_mouse_models26804.py	2265.315	921.797	2274.531	2267.208	2275.559	682.406	2322.232	2228.316	2297.142	2259.632	628.939	2275.044	2254.066	887.274	698.485	593.832	671.259	900.354	616.029	599.918	2258.182	587.276	454.563	590.345	2252.382	2221.107	638.965	2264.694	478.268	658.432	2246.005	973.677	2237.494	2254.932	643.837	2288.476	900.211	647.555	647.962	2279.266	2239.58	469.932	461.135	428.496	2199.551	686.009	2282.198	2266.318	2275.477	2245.153	617.496	2305.801	2200.143	722.03	2183.196	2264.36	953.371	2289.932	505.992	2263.445	620.186	959.768	2288.48	2248.346	443.194	2207.707	2251.351	2291.505	651.222	2275.844	2197.77	665.743	2277.549	624.32	2253.775	2254.881	474.33	517.742	440.502	609.549	474.952	438.528	2219.864	481.83	443.233	2225.792	2229.069	260.256	500.038	2274.854	470.433	628.529	2293.645	585.138	2255.939	2173.837	770.032	499.852	646.713	559.99	654.788	2249.673	2282.071	661.442	987.728	2214.677	650.391	2214.927	2252.12	509.685	495.814	2228.353	660.394	658.835	2268.508	2294.125	2236.849	674.905	2272.343	2195.631	516.332	0.0	2186.125	788.49	696.403	2253.945	2227.7	656.776	601.092	2215.48	2252.09	2290.504	2222.111	2327.445	2222.018	654.209	2213.23	1005.863	487.552	2250.965	2219.472	2149.786	2240.256	632.653	290.906	2305.726	241.013	2280.242	2238.987	471.319	683.029	2211.678	2225.361	2265.511	492.032	729.278	2262.272	2235.031	2206.554	448.499	2213.574	662.548	2251.946	524.369	2245.377	2233.841	2230.577	2209.758	2241.305	2219.894	943.342	504.149	807.907	2264.543	2186.442	992.371	565.02	546.906	694.483	495.497	2198.825	2244.946	198.932	2186.715	666.981	2238.891	2209.693	2251.512	2172.915	715.585	2237.28	645.088	2233.56	2234.973	2243.463	2199.25	2236.913	2223.889	485.628	550.049	
Six_mouse_models34188.py	823.522	2298.191	605.207	826.192	537.715	2230.179	879.299	365.518	628.982	466.242	2204.824	483.246	561.574	2312.943	2213.502	2261.894	2257.091	2198.424	2212.253	2245.939	405.278	2271.371	2158.507	2269.057	453.246	338.495	2212.085	512.77	2150.429	2186.075	466.306	2228.625	501.968	786.622	2231.906	608.704	2279.7	2211.95	2185.108	742.794	814.659	2147.968	2188.602	2143.051	350.474	2186.286	554.742	486.131	561.345	501.42	2208.336	552.326	246.621	2226.459	336.657	659.165	2189.017	841.582	2159.157	686.105	2195.047	2240.518	590.634	434.973	2154.998	744.447	482.386	521.547	2199.448	508.358	314.189	2186.024	538.359	2277.476	650.301	480.234	2135.994	2214.371	2204.302	2192.919	2286.928	2251.821	482.905	2257.347	2135.057	444.784	496.078	2241.572	2280.574	510.881	2287.302	2175.195	716.375	2262.447	960.8	360.285	2136.687	2222.77	2215.229	2245.808	2226.207	650.463	603.214	2223.2	2237.813	351.427	2232.378	427.152	648.925	2286.17	2241.366	920.609	2235.261	2214.331	712.02	804.063	599.969	2214.117	713.623	655.655	2204.93	2186.125	0.0	2209.91	2177.951	645.729	466.464	2191.089	2232.394	776.546	696.301	659.369	375.848	986.931	468.339	2268.953	614.471	2187.621	2143.354	651.133	637.465	317.01	561.387	2214.768	2208.781	691.257	2161.935	832.489	670.631	2251.791	2231.445	824.895	438.879	495.993	2206.623	2171.59	575.236	625.247	601.76	2313.292	427.934	2216.543	527.027	2262.163	627.871	459.216	542.204	454.728	914.704	475.259	2206.637	2266.291	2226.647	691.055	325.176	2204.261	2193.77	2217.739	2178.772	2264.925	520.725	657.425	2146.985	423.278	2222.532	702.421	610.042	507.592	661.27	2171.295	978.587	2226.762	633.659	603.999	636.268	610.736	547.631	590.697	2119.281	2190.665	
Six_mouse_models26653.py	2235.237	619.532	2333.717	2253.273	2333.213	1013.039	2287.271	2264.6	2374.623	2300.734	999.379	2306.917	2319.521	634.361	1027.579	992.724	990.83	470.364	1002.207	984.447	2289.144	994.801	895.747	983.091	2271.842	2248.841	997.851	2283.562	895.515	1000.015	2273.869	798.696	2275.827	2264.517	1003.722	2334.706	621.195	983.205	1003.068	2385.3	2246.981	889.99	900.463	874.823	2232.783	1032.162	2331.52	2347.446	2294.661	2276.126	984.243	2333.692	2229.864	983.16	2212.861	2315.817	653.101	2254.457	936.153	2325.592	998.454	746.512	2334.148	2269.488	902.521	2207.487	2269.429	2328.072	1009.49	2291.849	2226.703	994.427	2318.651	1030.494	2296.393	2293.797	904.303	923.531	876.634	993.308	942.637	926.966	2254.594	929.111	875.47	2241.345	2248.005	846.22	923.806	2292.672	941.287	969.164	2365.138	962.443	2239.134	2203.738	685.766	943.484	1012.946	968.248	985.137	2280.525	2355.613	997.186	790.621	2227.62	967.304	2246.622	2297.037	958.3	939.017	2224.222	1015.601	975.381	2337.972	2296.919	2270.418	995.764	2348.01	2234.501	960.127	788.49	2209.91	0.0	1016.995	2305.992	2238.451	980.364	985.738	2218.88	2305.168	2396.891	2283.303	2286.396	2253.408	985.797	2271.078	684.963	856.039	2297.609	2252.658	2175.668	2284.143	982.309	843.702	2335.228	788.614	2287.123	2271.116	928.632	970.382	2219.321	2254.246	2268.229	931.928	1017.359	2280.246	2247.859	2256.173	936.821	2229.506	1030.557	2263.975	919.31	2256.305	2277.267	2251.521	2234.606	2238.443	2232.18	720.748	934.648	296.203	2325.557	2219.505	684.718	941.926	946.291	1043.828	932.082	2223.421	2270.826	781.37	2223.216	995.443	2271.156	2239.768	2271.01	2222.78	1034.366	2208.263	987.748	2248.728	2254.078	2271.199	2226.273	2264.903	2240.508	872.645	952.414	
Six_mouse_models1007.py	2293.893	873.399	2209.572	2295.38	2225.729	431.565	2328.01	2213.93	2232.926	2176.496	321.902	2189.29	2176.34	899.592	411.676	543.799	558.8	943.98	373.073	404.363	2185.775	540.435	529.299	544.029	2182.003	2218.549	371.265	2185.563	480.49	295.323	2172.505	870.247	2162.365	2298.696	487.577	2223.571	810.594	412.1	383.874	2231.03	2283.159	553.211	650.298	556.049	2202.835	187.934	2205.1	2176.37	2209.825	2174.5	429.19	2233.126	2200.592	341.123	2188.732	2246.525	913.107	2269.976	464.325	2241.605	302.336	828.105	2210.583	2171.274	477.251	2237.86	2182.07	2207.163	257.835	2199.547	2201.153	391.918	2191.6	562.451	2244.209	2169.111	469.808	443.923	554.507	304.193	541.776	548.132	2150.701	566.793	517.25	2161.662	2172.282	746.386	626.413	2196.565	610.918	269.893	2239.339	554.121	2332.688	2173.47	797.484	438.03	358.775	452.45	487.539	2238.039	2196.117	494.492	875.512	2222.468	535.817	2130.859	2229.995	611.067	520.13	2313.691	424.168	478.865	2243.589	2308.36	2218.644	395.402	2252.471	2211.002	413.288	696.403	2177.951	1016.995	0.0	2214.467	2152.961	469.51	448.098	2261.216	2231.41	2196.78	2160.207	2280.195	2143.403	602.866	2178.147	891.632	579.577	2234.412	2196.834	2159.501	2165.144	452.058	705.224	2256.819	687.914	2268.782	2219.957	504.142	557.643	2248.652	2213.124	2191.108	498.948	413.095	2204.313	2225.914	2257.247	643.036	2141.575	374.1	2190.563	629.845	2231.205	2148.312	2254.336	2137.546	2313.051	2150.118	834.067	503.149	999.841	2244.144	2196.522	910.017	432.265	505.911	263.413	553.249	2262.563	2221.519	687.063	2184.636	487.012	2246.635	2196.154	2185.518	2187.392	368.129	2293.883	509.794	2222.516	2220.739	2220.896	2266.798	2169.868	2206.394	632.127	481.546	
