	SHH_INV_models44728.py	SHH_INV_models16521.py	SHH_INV_models29114.py	SHH_INV_models19205.py	SHH_INV_models21231.py	SHH_INV_models41734.py	SHH_INV_models46024.py	SHH_INV_models38317.py	SHH_INV_models4783.py	SHH_INV_models17285.py	SHH_INV_models47949.py	SHH_INV_models9775.py	SHH_INV_models9343.py	SHH_INV_models44527.py	SHH_INV_models27324.py	SHH_INV_models48063.py	SHH_INV_models32989.py	SHH_INV_models12294.py	SHH_INV_models35185.py	SHH_INV_models41236.py	SHH_INV_models49623.py	SHH_INV_models41504.py	SHH_INV_models33250.py	SHH_INV_models11878.py	SHH_INV_models32588.py	SHH_INV_models4738.py	SHH_INV_models10603.py	SHH_INV_models46386.py	SHH_INV_models36367.py	SHH_INV_models31544.py	SHH_INV_models752.py	SHH_INV_models9934.py	SHH_INV_models12136.py	SHH_INV_models303.py	SHH_INV_models31360.py	SHH_INV_models37821.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models7085.py	SHH_INV_models4335.py	SHH_INV_models14218.py	SHH_INV_models7363.py	SHH_INV_models3889.py	SHH_INV_models42182.py	SHH_INV_models5675.py	SHH_INV_models27731.py	SHH_INV_models34635.py	SHH_INV_models11759.py	SHH_INV_models26656.py	SHH_INV_models16997.py	SHH_INV_models34908.py	SHH_INV_models23069.py	SHH_INV_models24075.py	SHH_INV_models1789.py	SHH_INV_models39397.py	SHH_INV_models19979.py	SHH_INV_models18336.py	SHH_INV_models44002.py	SHH_INV_models4565.py	SHH_INV_models33503.py	SHH_INV_models43247.py	SHH_INV_models27753.py	SHH_INV_models407.py	SHH_INV_models31807.py	SHH_INV_models2428.py	SHH_INV_models42632.py	SHH_INV_models23162.py	SHH_INV_models8993.py	SHH_INV_models35750.py	SHH_INV_models28130.py	SHH_INV_models46914.py	SHH_INV_models9435.py	SHH_INV_models30420.py	SHH_INV_models6283.py	SHH_INV_models49486.py	SHH_INV_models34488.py	SHH_INV_models43398.py	SHH_INV_models29109.py	SHH_INV_models15318.py	SHH_INV_models39520.py	SHH_INV_models10717.py	SHH_INV_models853.py	SHH_INV_models48219.py	SHH_INV_models2647.py	SHH_INV_models48908.py	SHH_INV_models368.py	SHH_INV_models9466.py	SHH_INV_models15230.py	SHH_INV_models44068.py	SHH_INV_models43522.py	SHH_INV_models15177.py	SHH_INV_models19031.py	SHH_INV_models39150.py	SHH_INV_models34346.py	SHH_INV_models9432.py	SHH_INV_models20110.py	SHH_INV_models15480.py	SHH_INV_models12007.py	SHH_INV_models34874.py	SHH_INV_models19526.py	SHH_INV_models25486.py	SHH_INV_models44933.py	SHH_INV_models35015.py	SHH_INV_models28526.py	SHH_INV_models13586.py	SHH_INV_models3099.py	SHH_INV_models8262.py	SHH_INV_models31200.py	SHH_INV_models23205.py	SHH_INV_models47621.py	SHH_INV_models22324.py	SHH_INV_models37826.py	SHH_INV_models763.py	SHH_INV_models15545.py	SHH_INV_models14303.py	SHH_INV_models20474.py	SHH_INV_models21021.py	SHH_INV_models29121.py	SHH_INV_models49468.py	SHH_INV_models12977.py	SHH_INV_models7749.py	SHH_INV_models35953.py	SHH_INV_models13243.py	SHH_INV_models34617.py	SHH_INV_models17609.py	SHH_INV_models16734.py	SHH_INV_models48431.py	SHH_INV_models32647.py	SHH_INV_models46709.py	SHH_INV_models41489.py	SHH_INV_models41662.py	SHH_INV_models32470.py	SHH_INV_models49367.py	SHH_INV_models10563.py	SHH_INV_models7413.py	SHH_INV_models43979.py	SHH_INV_models31285.py	SHH_INV_models13852.py	SHH_INV_models13110.py	SHH_INV_models6069.py	SHH_INV_models28719.py	SHH_INV_models46385.py	SHH_INV_models48188.py	SHH_INV_models45646.py	SHH_INV_models24452.py	SHH_INV_models31761.py	SHH_INV_models18693.py	SHH_INV_models8715.py	SHH_INV_models31246.py	SHH_INV_models4864.py	SHH_INV_models8640.py	SHH_INV_models17914.py	SHH_INV_models1242.py	SHH_INV_models29492.py	SHH_INV_models2093.py	SHH_INV_models43953.py	SHH_INV_models5998.py	SHH_INV_models25902.py	SHH_INV_models219.py	SHH_INV_models11501.py	SHH_INV_models16003.py	SHH_INV_models19930.py	SHH_INV_models38269.py	SHH_INV_models45486.py	SHH_INV_models10289.py	SHH_INV_models25286.py	SHH_INV_models14269.py	SHH_INV_models36537.py	SHH_INV_models20421.py	SHH_INV_models29262.py	SHH_INV_models23725.py	SHH_INV_models19816.py	SHH_INV_models10829.py	SHH_INV_models18000.py	SHH_INV_models35002.py	SHH_INV_models12621.py	SHH_INV_models47672.py	SHH_INV_models24874.py	SHH_INV_models41386.py	SHH_INV_models1146.py	SHH_INV_models48988.py	SHH_INV_models28974.py	SHH_INV_models9425.py	SHH_INV_models19215.py	SHH_INV_models8192.py	SHH_INV_models6414.py	SHH_INV_models23766.py	SHH_INV_models40758.py	SHH_INV_models32339.py	SHH_INV_models3097.py	SHH_INV_models23234.py	SHH_INV_models34009.py	SHH_INV_models13349.py	SHH_INV_models36972.py	SHH_INV_models2826.py	SHH_INV_models8594.py	SHH_INV_models35358.py	SHH_INV_models14491.py	SHH_INV_models48061.py	SHH_INV_models44526.py	
SHH_INV_models3099.py	2176.246	3535.959	3553.297	2172.054	2214.588	2213.098	3469.675	3441.254	3596.805	3569.96	2254.139	3486.787	3469.538	3567.583	3418.932	2250.39	3628.83	2231.493	3505.132	2298.111	3572.298	2300.839	2209.753	2060.872	2282.868	3632.763	2302.676	3595.855	3580.94	3581.928	2386.427	2310.314	2388.663	3684.936	3652.997	3701.82	2518.518	2527.602	480.484	447.089	2669.274	432.541	2625.67	590.342	468.005	542.154	2652.893	458.332	2623.171	453.366	431.956	2641.338	2679.843	382.798	578.55	445.823	494.981	459.792	607.605	2647.573	481.904	2689.466	469.568	2680.443	2685.827	427.119	513.983	2649.583	480.035	2630.529	532.264	528.603	2654.44	586.612	2657.687	444.172	335.659	541.004	2690.611	2637.594	2654.016	614.22	617.819	446.283	2649.01	431.399	2699.548	2661.937	2631.359	2631.224	2623.281	2668.565	513.0	589.716	483.761	2635.789	2722.123	2679.975	2713.168	472.787	508.876	2675.494	2651.485	559.335	2653.152	0.0	627.773	2680.005	455.55	2620.472	2681.113	2641.262	2692.557	506.035	2712.133	2667.842	533.674	2627.494	2639.202	2665.059	2634.628	2672.089	633.314	585.95	393.207	2670.047	527.075	557.331	2643.457	2611.902	607.554	2631.047	550.021	2609.018	2639.21	2638.795	2661.794	2679.015	498.569	546.587	529.529	523.156	2696.048	422.958	2699.338	542.814	466.931	632.654	2679.298	2662.627	470.879	2623.206	438.05	2727.55	568.514	594.91	575.261	483.441	442.348	2668.577	2625.306	585.879	446.029	588.08	465.702	2670.832	530.343	529.666	2628.497	2684.343	462.598	2649.523	554.423	2671.331	452.351	2662.006	2644.181	557.507	2729.541	554.416	2646.776	369.26	2697.781	617.49	2678.1	2689.018	2617.072	586.148	518.301	535.278	2679.583	451.756	2682.258	2660.575	550.424	2667.906	467.597	642.35	505.624	542.751	
SHH_INV_models8262.py	2143.116	3553.458	3583.186	2141.269	2168.032	2132.36	3518.204	3488.846	3601.328	3604.638	2193.822	3504.548	3489.12	3618.042	3437.878	2211.37	3625.668	2171.006	3556.751	2239.634	3618.168	2211.268	2139.536	2035.46	2217.991	3620.972	2284.511	3625.872	3615.478	3615.555	2335.833	2278.168	2331.944	3747.337	3717.277	3721.294	2478.85	2506.996	530.774	620.627	2678.681	680.08	2663.287	671.271	528.218	582.716	2704.046	485.303	2665.013	701.106	512.683	2666.338	2674.786	656.799	591.157	646.134	663.659	667.73	708.16	2687.278	622.778	2729.341	644.962	2692.662	2715.098	674.634	732.948	2674.986	643.528	2641.306	711.168	720.49	2696.047	738.319	2679.938	602.049	520.571	467.931	2725.101	2686.989	2709.563	776.023	685.014	525.975	2671.772	592.091	2733.581	2706.744	2664.809	2656.427	2641.164	2684.82	678.465	806.595	605.382	2668.456	2747.845	2722.156	2720.834	643.477	520.769	2738.572	2679.064	800.404	2667.44	627.773	0.0	2704.909	656.435	2654.792	2695.118	2672.781	2729.738	654.22	2743.398	2691.185	759.391	2666.062	2677.758	2678.491	2660.942	2709.888	722.301	634.624	673.216	2728.877	751.333	709.626	2692.049	2637.687	750.362	2659.902	776.114	2642.817	2666.178	2664.445	2673.211	2700.033	513.651	661.933	726.048	762.838	2713.158	647.843	2699.188	677.075	783.045	680.607	2703.407	2682.293	618.572	2668.13	584.159	2762.016	682.682	760.583	690.111	733.7	456.66	2694.733	2638.844	769.401	644.573	683.405	602.319	2721.583	606.677	726.188	2664.528	2721.924	679.084	2701.625	722.636	2697.23	681.306	2693.353	2664.401	771.597	2760.091	717.47	2683.715	584.143	2714.698	736.52	2680.862	2717.04	2647.165	740.436	598.91	737.439	2718.006	695.553	2708.652	2673.82	849.057	2727.619	699.4	684.004	574.314	598.758	
SHH_INV_models31200.py	3455.759	2243.775	2233.988	3455.985	3482.736	3496.295	2213.243	2173.008	2272.235	2277.768	3529.742	2272.687	2221.921	2270.987	2162.941	3572.826	2289.128	3551.995	2403.988	3574.783	2453.923	3534.204	3421.201	3382.326	3524.766	2340.137	3606.784	2364.937	2322.39	2373.869	3657.291	3603.981	3479.226	2587.401	2589.526	2534.564	3776.869	3810.012	2655.854	2665.707	546.003	2662.78	450.259	2687.302	2659.588	2685.555	306.658	2644.621	570.489	2629.417	2686.611	414.379	449.634	2662.464	2637.251	2636.513	2682.496	2640.796	2702.758	525.855	2629.443	398.559	2640.069	416.341	396.524	2672.094	2657.557	371.567	2688.286	522.437	2655.762	2687.117	492.9	2682.072	434.789	2659.625	2655.705	2621.667	457.829	528.552	463.075	2645.121	2657.148	2640.98	523.837	2680.681	479.079	475.804	577.025	508.041	530.067	362.58	2607.579	2653.536	2628.876	532.908	292.146	522.695	381.338	2682.933	2651.971	468.354	477.825	2670.042	481.223	2680.005	2704.909	0.0	2618.51	691.152	367.71	528.689	417.521	2659.846	350.545	433.46	2659.456	455.204	532.798	470.679	362.508	480.143	2684.291	2610.175	2635.848	532.803	2694.355	2626.815	426.202	460.144	2656.615	472.036	2672.529	658.003	392.282	517.079	498.185	433.231	2637.526	2672.804	2659.572	2651.705	470.696	2664.211	441.277	2628.672	2700.726	2657.77	431.224	505.716	2631.005	435.392	2612.571	478.05	2670.514	2615.354	2687.952	2656.911	2680.249	434.647	534.031	2649.657	2621.402	2647.018	2638.62	474.816	2649.59	2660.566	483.708	365.603	2632.772	640.772	2616.116	524.661	2637.422	507.011	499.699	2685.414	423.614	2679.513	464.878	2642.593	445.468	2654.17	463.104	373.707	457.574	2628.675	2619.166	2620.252	485.994	2650.164	461.489	423.617	2676.29	397.964	2686.399	2687.004	2605.441	2617.527	
SHH_INV_models23205.py	2201.79	3495.409	3516.744	2193.598	2248.297	2286.899	3448.631	3426.983	3543.819	3531.497	2298.927	3453.635	3424.621	3535.765	3394.045	2305.728	3567.188	2286.486	3487.09	2342.661	3562.49	2335.189	2234.574	2118.297	2338.907	3578.477	2345.033	3565.166	3554.464	3563.122	2436.304	2380.891	2391.987	3675.135	3649.355	3672.271	2586.465	2618.585	427.913	377.405	2635.758	391.969	2590.905	565.365	394.042	502.356	2607.617	390.198	2594.247	438.709	394.233	2591.779	2633.116	299.151	510.557	324.839	497.899	378.167	604.044	2595.97	337.724	2641.269	347.035	2626.081	2632.554	464.232	530.953	2600.024	505.044	2577.479	508.951	451.697	2617.953	500.552	2610.278	492.295	353.504	453.132	2639.755	2599.871	2606.623	492.983	547.095	398.968	2604.875	395.891	2644.144	2618.918	2574.832	2574.824	2582.056	2610.715	355.084	497.656	405.846	2584.029	2661.269	2636.062	2646.221	538.431	433.549	2640.558	2608.975	494.464	2587.271	455.55	656.435	2618.51	0.0	2597.133	2631.231	2602.939	2642.06	342.823	2650.169	2606.667	467.694	2584.093	2598.348	2594.143	2588.356	2623.246	603.761	507.575	366.129	2631.088	621.078	433.643	2598.18	2565.544	523.616	2590.882	544.307	2582.508	2601.399	2581.277	2608.936	2624.351	502.493	404.905	357.291	481.623	2625.401	418.885	2634.272	456.791	501.715	510.846	2603.544	2594.996	372.229	2575.265	364.021	2675.555	461.44	371.799	576.663	371.81	523.382	2610.618	2592.006	430.259	363.872	489.681	368.593	2632.339	444.454	340.876	2594.03	2632.927	310.537	2616.983	446.02	2622.27	348.051	2618.965	2588.213	562.502	2663.284	482.311	2590.532	440.862	2637.828	527.86	2619.45	2634.347	2570.591	433.854	394.885	287.324	2631.652	434.051	2622.813	2608.479	432.272	2636.564	465.311	584.001	497.023	435.739	
SHH_INV_models47621.py	3468.35	2295.754	2300.951	3464.548	3479.317	3470.746	2204.455	2207.456	2340.07	2343.651	3528.672	2265.202	2207.231	2337.128	2117.421	3533.573	2379.839	3547.888	2263.595	3538.695	2331.521	3525.426	3460.594	3376.267	3517.128	2380.038	3583.306	2408.869	2387.961	2345.714	3608.529	3555.203	3503.369	2477.787	2471.947	2468.762	3721.805	3753.666	2622.86	2606.783	485.497	2629.245	472.817	2632.462	2602.631	2660.902	630.658	2620.802	406.433	2565.339	2621.119	557.647	578.531	2621.626	2568.696	2596.893	2643.465	2609.871	2671.499	435.616	2609.622	692.186	2649.711	714.286	642.013	2613.834	2633.357	560.082	2659.487	497.248	2602.153	2681.442	438.166	2701.384	603.932	2601.997	2614.085	2579.331	700.377	595.906	647.402	2599.581	2624.511	2621.164	595.209	2660.39	762.9	631.605	510.101	565.86	346.173	568.769	2611.753	2595.679	2610.927	596.803	723.318	695.454	777.049	2667.885	2605.084	607.262	464.294	2620.555	543.751	2620.472	2654.792	691.152	2597.133	0.0	661.796	502.997	730.624	2630.747	830.618	576.873	2600.345	535.535	538.323	574.448	602.12	461.7	2673.063	2577.736	2575.8	552.588	2652.356	2576.439	560.151	548.214	2620.918	582.168	2611.437	453.124	704.272	599.725	462.624	584.342	2596.465	2649.01	2633.667	2592.457	669.117	2611.646	736.777	2585.872	2633.677	2678.111	648.761	614.156	2591.458	544.146	2611.842	583.799	2690.975	2579.438	2644.042	2640.027	2644.088	585.43	468.308	2600.029	2595.701	2662.683	2624.742	598.744	2618.061	2631.975	539.133	718.165	2634.169	453.261	2574.801	623.074	2623.14	581.264	513.432	2692.881	788.156	2618.68	554.231	2605.421	618.161	2666.158	584.939	679.835	504.59	2609.815	2580.841	2625.417	657.702	2588.639	629.599	491.745	2605.73	665.992	2638.827	2632.855	2548.995	2583.986	
SHH_INV_models22324.py	3493.039	2287.201	2287.945	3484.005	3524.077	3500.882	2273.326	2236.033	2305.767	2338.448	3570.516	2314.26	2283.822	2340.803	2188.427	3591.892	2333.373	3592.556	2412.556	3591.254	2436.819	3574.748	3452.407	3395.618	3563.021	2363.53	3640.974	2411.35	2382.727	2372.945	3671.213	3624.725	3529.98	2571.586	2562.575	2505.413	3803.985	3840.599	2642.731	2661.567	500.044	2668.916	373.625	2691.959	2656.965	2695.919	379.171	2640.754	630.477	2633.734	2690.476	382.829	304.805	2662.389	2626.42	2635.669	2700.766	2642.686	2695.836	580.23	2634.457	503.923	2659.522	462.24	436.967	2662.084	2682.062	265.884	2696.743	551.765	2654.888	2715.362	558.658	2705.435	460.232	2640.086	2661.226	2618.437	547.791	579.585	524.024	2653.205	2653.656	2639.032	380.279	2693.005	571.213	356.557	613.919	465.254	502.799	421.931	2619.023	2666.998	2648.415	486.605	473.341	577.472	385.418	2695.893	2641.557	561.214	452.6	2674.251	450.342	2681.113	2695.118	367.71	2631.231	661.796	0.0	425.778	540.713	2663.131	450.577	376.171	2667.057	432.551	457.24	505.702	361.542	575.976	2708.485	2603.813	2636.281	472.983	2692.815	2625.095	388.091	419.107	2654.604	523.042	2686.693	549.661	388.069	493.628	429.655	497.07	2616.037	2674.656	2678.33	2656.658	560.919	2655.505	427.037	2612.086	2705.167	2676.386	502.222	494.921	2630.084	435.889	2624.569	543.442	2705.497	2623.795	2671.714	2673.395	2675.176	428.391	405.209	2654.27	2620.475	2673.474	2644.613	370.942	2644.019	2660.642	360.803	496.583	2648.549	587.315	2620.717	451.243	2638.835	566.247	425.465	2721.618	473.464	2679.926	461.505	2642.074	457.712	2676.831	357.809	509.245	395.125	2638.324	2610.599	2630.845	447.981	2639.668	447.754	413.381	2687.97	399.009	2684.774	2673.326	2601.845	2621.757	
SHH_INV_models37826.py	3491.975	2256.937	2270.593	3477.113	3509.374	3497.563	2227.135	2202.939	2294.632	2325.718	3560.065	2266.212	2228.106	2312.179	2124.476	3572.895	2324.421	3583.61	2290.55	3573.217	2343.042	3567.693	3458.423	3392.631	3555.059	2341.776	3626.67	2374.339	2364.59	2311.617	3655.727	3612.189	3518.371	2444.709	2457.254	2434.522	3776.966	3814.175	2621.447	2619.41	395.558	2641.363	309.158	2659.84	2627.36	2674.702	517.316	2619.796	549.781	2600.323	2648.58	430.505	394.593	2626.827	2599.793	2603.453	2663.597	2611.785	2670.252	532.335	2620.147	603.563	2642.262	517.241	467.832	2620.917	2663.442	330.161	2671.88	554.327	2628.603	2686.993	431.5	2698.961	484.248	2608.104	2630.816	2598.425	581.055	552.724	526.544	2632.522	2639.349	2621.372	351.836	2672.716	659.936	490.202	498.036	554.211	488.48	440.933	2612.771	2621.585	2624.586	629.326	619.73	604.065	601.04	2677.433	2617.799	536.045	499.109	2649.855	536.447	2641.262	2672.781	528.689	2602.939	502.997	425.778	0.0	659.974	2629.128	690.104	376.377	2633.996	522.963	403.187	606.206	449.005	571.877	2686.951	2590.702	2599.353	449.693	2646.221	2605.255	411.56	528.4	2634.779	571.867	2638.998	427.47	530.549	579.069	471.5	389.2	2587.407	2649.019	2652.95	2625.204	531.417	2622.275	558.121	2585.499	2654.957	2665.365	550.39	557.894	2602.324	498.501	2611.528	611.338	2692.07	2604.629	2640.389	2653.186	2657.373	550.969	437.776	2621.144	2605.885	2667.011	2621.653	427.128	2615.601	2628.314	400.908	630.631	2633.359	489.129	2603.098	384.268	2617.898	516.151	406.806	2700.382	631.763	2637.536	530.686	2616.247	538.773	2653.652	379.305	546.941	392.529	2626.651	2583.229	2615.63	517.47	2602.515	558.024	495.846	2640.371	449.786	2652.581	2637.979	2578.224	2598.107	
SHH_INV_models763.py	3464.198	2244.167	2237.189	3468.581	3497.161	3480.529	2176.265	2166.818	2291.013	2256.761	3535.297	2270.326	2223.818	2248.397	2172.509	3561.498	2302.054	3561.825	2430.164	3560.717	2487.471	3543.76	3439.883	3395.804	3529.776	2352.401	3598.117	2336.346	2318.365	2405.852	3633.185	3580.148	3504.222	2600.849	2620.852	2566.593	3746.657	3785.875	2676.644	2686.567	589.052	2688.486	566.672	2723.963	2667.672	2718.06	333.659	2670.982	522.784	2649.386	2706.047	552.651	522.352	2681.04	2657.426	2666.293	2713.652	2679.262	2737.068	567.968	2649.263	353.426	2673.883	433.279	379.086	2704.41	2684.461	571.55	2713.967	641.37	2689.788	2735.087	545.568	2716.984	353.611	2663.486	2671.754	2644.703	472.689	396.095	527.973	2675.522	2688.263	2664.026	577.889	2706.589	320.361	502.322	603.988	629.345	616.917	458.382	2635.974	2684.923	2655.36	566.776	387.236	349.975	413.992	2713.15	2666.377	517.647	607.832	2691.784	593.439	2692.557	2729.738	417.521	2642.06	730.624	540.713	659.974	0.0	2687.799	393.195	590.733	2672.865	395.781	527.283	548.626	501.597	524.197	2720.811	2645.338	2637.702	556.917	2736.242	2647.185	520.749	610.361	2685.141	472.326	2713.136	704.547	465.628	487.518	607.843	525.043	2663.489	2691.047	2677.116	2665.26	461.596	2665.835	512.488	2646.838	2719.568	2701.535	538.51	647.402	2656.919	540.343	2649.996	486.069	2712.008	2634.89	2697.874	2669.828	2693.203	531.346	638.537	2687.531	2635.761	2680.56	2664.297	619.39	2663.596	2685.833	607.293	571.524	2650.244	755.361	2634.595	628.979	2652.351	494.307	619.98	2726.775	398.52	2706.866	610.235	2657.972	541.0	2704.868	595.382	421.822	612.214	2658.987	2636.285	2642.729	528.969	2652.778	581.569	562.568	2698.202	525.334	2701.9	2685.807	2631.707	2643.839	
SHH_INV_models15545.py	2197.231	3499.736	3526.028	2163.95	2253.551	2282.483	3475.606	3440.01	3550.88	3541.527	2313.058	3462.085	3442.105	3549.832	3403.396	2309.067	3577.282	2294.609	3509.212	2369.642	3573.063	2334.785	2212.616	2086.917	2351.823	3577.934	2358.564	3561.85	3554.879	3574.786	2447.366	2404.455	2388.804	3685.293	3648.575	3671.789	2616.43	2652.426	333.308	401.028	2655.784	363.439	2618.684	474.55	443.626	456.414	2648.656	343.733	2624.774	423.198	462.798	2637.567	2665.579	345.207	469.567	334.037	513.928	405.936	412.338	2645.007	425.659	2685.03	421.878	2645.454	2657.371	400.234	531.318	2633.081	421.32	2610.655	468.201	465.939	2656.034	484.82	2642.937	460.934	404.456	540.353	2673.158	2642.377	2637.198	498.057	457.752	360.673	2620.862	373.845	2669.772	2648.69	2616.919	2612.5	2620.457	2651.951	480.424	470.498	471.922	2623.736	2706.128	2661.117	2683.665	475.863	453.861	2671.636	2654.329	487.538	2630.311	506.035	654.22	2659.846	342.823	2630.747	2663.131	2629.128	2687.799	0.0	2692.616	2644.841	536.047	2629.107	2640.45	2642.571	2620.886	2660.232	565.325	433.195	483.494	2679.188	518.25	495.006	2642.925	2601.199	444.839	2644.637	510.615	2601.201	2635.534	2621.282	2651.671	2660.821	431.838	259.8	504.646	438.896	2666.79	405.176	2654.106	383.746	466.703	470.245	2654.281	2637.903	309.926	2616.561	423.271	2722.633	511.764	449.059	578.986	388.985	515.349	2657.982	2619.684	441.368	395.182	506.167	346.844	2672.9	435.323	302.743	2616.034	2668.783	366.32	2665.317	490.782	2636.451	421.816	2646.72	2625.701	561.941	2705.818	417.937	2627.969	413.502	2676.835	495.838	2654.12	2673.954	2613.161	517.462	326.012	319.342	2676.664	406.28	2665.966	2654.615	460.202	2676.906	406.641	572.807	537.969	555.294	
SHH_INV_models14303.py	3488.471	2270.617	2261.498	3497.074	3532.952	3515.825	2242.606	2194.564	2300.428	2296.445	3574.501	2300.539	2262.183	2290.91	2215.241	3599.452	2307.49	3589.86	2483.404	3599.362	2513.532	3568.441	3453.561	3416.059	3560.671	2370.147	3629.716	2375.805	2329.771	2423.861	3674.008	3625.018	3524.209	2641.718	2641.696	2583.354	3800.203	3827.014	2676.742	2703.25	688.797	2689.098	588.888	2728.496	2687.509	2728.344	401.274	2670.784	665.196	2660.196	2726.08	512.91	524.823	2690.716	2661.691	2665.538	2723.188	2673.114	2742.684	662.889	2658.933	384.33	2670.681	470.697	474.653	2702.076	2693.364	547.813	2715.613	633.62	2682.519	2736.231	620.132	2714.923	515.55	2682.53	2687.427	2653.767	523.351	596.259	562.05	2668.952	2682.829	2663.418	613.801	2710.688	474.519	493.105	685.282	591.559	671.071	504.429	2624.116	2700.522	2668.819	525.8	328.681	503.567	363.283	2711.588	2679.385	604.755	612.278	2694.155	603.614	2712.133	2743.398	350.545	2650.169	830.618	450.577	690.104	393.195	2692.616	0.0	610.401	2692.689	481.736	621.136	533.097	529.912	590.263	2724.816	2644.76	2664.313	629.247	2744.305	2640.146	544.167	534.019	2679.086	511.218	2728.716	767.265	428.02	588.968	638.178	574.221	2666.216	2696.166	2692.735	2670.279	527.93	2687.118	455.852	2660.638	2737.802	2695.812	509.582	658.773	2658.133	536.712	2645.168	551.305	2716.57	2638.756	2710.631	2677.523	2711.236	534.32	642.513	2682.071	2643.417	2675.777	2670.083	602.226	2682.269	2686.773	567.767	454.106	2653.885	785.522	2632.901	645.902	2663.763	553.918	659.161	2732.676	304.382	2711.549	607.396	2670.499	577.803	2705.05	631.374	454.133	623.936	2656.065	2644.743	2642.03	593.073	2671.734	604.265	585.359	2711.966	541.956	2710.669	2720.758	2635.036	2659.425	
SHH_INV_models20474.py	3485.475	2269.272	2257.796	3469.984	3502.376	3511.681	2229.767	2210.919	2274.979	2300.465	3553.731	2277.377	2226.494	2301.041	2137.132	3584.215	2296.142	3586.149	2304.16	3583.198	2359.648	3580.786	3454.812	3403.855	3556.825	2332.603	3637.26	2384.565	2373.622	2313.306	3670.445	3621.301	3518.48	2477.224	2480.366	2433.057	3785.78	3839.245	2639.462	2636.033	499.571	2664.701	384.154	2677.974	2636.637	2678.017	406.792	2633.875	603.241	2621.166	2670.595	384.917	408.844	2642.145	2624.248	2613.404	2679.879	2629.173	2677.689	458.355	2619.255	538.032	2649.495	546.39	444.33	2647.011	2669.93	250.18	2692.116	530.985	2650.837	2690.002	448.486	2693.061	462.359	2628.228	2647.259	2606.867	567.01	533.024	469.1	2645.481	2657.945	2631.943	402.323	2676.54	620.758	446.604	448.588	530.035	481.638	345.603	2617.403	2628.659	2630.733	573.683	505.89	616.968	509.448	2691.662	2634.037	478.169	416.349	2660.637	425.49	2667.842	2691.185	433.46	2606.667	576.873	376.171	376.377	590.733	2644.841	610.401	0.0	2641.742	495.135	403.477	509.34	318.135	512.549	2696.951	2601.449	2605.989	384.055	2664.791	2621.023	295.289	531.373	2642.224	537.372	2644.894	524.185	523.809	465.378	400.966	444.74	2610.705	2660.832	2654.526	2646.767	507.092	2636.843	566.468	2592.907	2682.177	2665.621	429.358	416.057	2615.318	484.053	2621.184	502.335	2689.682	2604.119	2662.182	2660.688	2672.95	454.154	528.192	2635.026	2610.75	2668.745	2628.709	353.208	2614.832	2647.887	433.912	580.015	2631.513	492.786	2616.072	457.039	2625.841	582.742	322.825	2700.419	580.714	2656.61	399.806	2628.793	442.115	2650.929	255.554	506.626	298.179	2627.278	2595.952	2616.593	433.358	2616.328	425.585	419.388	2648.783	396.051	2670.667	2643.354	2597.227	2597.05	
SHH_INV_models21021.py	2255.174	3532.523	3550.029	2236.863	2299.212	2291.317	3476.913	3454.194	3587.306	3555.704	2328.527	3494.084	3461.538	3559.336	3421.931	2321.818	3615.859	2327.304	3510.227	2360.125	3594.325	2347.686	2284.81	2161.416	2368.586	3608.563	2376.569	3587.307	3569.016	3599.543	2439.295	2396.978	2425.717	3685.195	3667.201	3705.461	2564.853	2606.482	520.665	457.696	2667.488	526.186	2623.306	530.346	452.589	645.336	2632.301	581.426	2592.849	348.069	523.808	2627.522	2668.826	422.257	480.091	519.869	651.014	555.823	661.938	2602.031	460.293	2675.215	574.04	2645.906	2661.359	551.551	478.57	2632.853	645.525	2599.556	487.171	670.553	2655.631	639.543	2629.258	497.02	506.062	569.11	2673.779	2609.985	2637.621	481.078	445.285	559.158	2621.586	603.659	2668.547	2643.492	2602.426	2585.427	2590.32	2646.092	588.721	399.615	553.038	2584.708	2710.348	2656.868	2691.494	703.327	475.639	2666.051	2616.174	398.316	2594.992	533.674	759.391	2659.456	467.694	2600.345	2667.057	2633.996	2672.865	536.047	2692.689	2641.742	0.0	2600.416	2617.792	2617.758	2617.636	2641.933	705.918	490.375	493.835	2655.215	714.927	434.903	2626.168	2569.241	487.005	2623.606	519.121	2607.731	2627.944	2599.23	2615.671	2667.76	610.39	562.203	474.954	377.69	2667.589	449.919	2677.286	499.334	544.577	673.456	2652.474	2596.906	526.417	2580.179	591.799	2692.844	678.109	373.916	649.4	541.393	586.534	2621.697	2594.266	470.688	422.895	690.777	565.701	2657.591	560.848	505.123	2624.821	2654.123	530.85	2626.552	397.157	2647.396	434.742	2653.013	2612.665	702.603	2707.357	398.969	2599.159	515.562	2650.188	663.488	2650.163	2679.928	2610.288	396.724	523.843	514.731	2656.756	471.052	2622.535	2619.115	371.846	2670.702	440.122	617.347	453.534	582.993	
