	SHH_INV_models5998.py	SHH_INV_models14491.py	SHH_INV_models8262.py	SHH_INV_models219.py	SHH_INV_models13243.py	SHH_INV_models24874.py	SHH_INV_models45486.py	SHH_INV_models9435.py	SHH_INV_models2093.py	SHH_INV_models6283.py	SHH_INV_models8715.py	SHH_INV_models19215.py	SHH_INV_models18336.py	SHH_INV_models27731.py	SHH_INV_models35750.py	SHH_INV_models19526.py	SHH_INV_models18693.py	SHH_INV_models4565.py	SHH_INV_models48431.py	SHH_INV_models34617.py	SHH_INV_models39397.py	SHH_INV_models48061.py	SHH_INV_models1146.py	SHH_INV_models21021.py	SHH_INV_models2826.py	SHH_INV_models16997.py	SHH_INV_models46385.py	SHH_INV_models10829.py	SHH_INV_models40758.py	SHH_INV_models32647.py	SHH_INV_models43953.py	SHH_INV_models19930.py	SHH_INV_models46914.py	SHH_INV_models853.py	SHH_INV_models28526.py	SHH_INV_models48219.py	SHH_INV_models41662.py	SHH_INV_models34346.py	SHH_INV_models49367.py	SHH_INV_models42182.py	SHH_INV_models23162.py	SHH_INV_models14269.py	SHH_INV_models34488.py	SHH_INV_models13110.py	SHH_INV_models35358.py	SHH_INV_models45646.py	SHH_INV_models34009.py	SHH_INV_models31761.py	SHH_INV_models32339.py	SHH_INV_models5675.py	SHH_INV_models25486.py	SHH_INV_models17609.py	SHH_INV_models28974.py	SHH_INV_models39150.py	SHH_INV_models407.py	SHH_INV_models1242.py	SHH_INV_models29109.py	SHH_INV_models44526.py	SHH_INV_models9432.py	SHH_INV_models28719.py	SHH_INV_models4335.py	SHH_INV_models1789.py	SHH_INV_models42632.py	SHH_INV_models7363.py	SHH_INV_models19979.py	SHH_INV_models44002.py	SHH_INV_models23725.py	SHH_INV_models23205.py	SHH_INV_models3097.py	SHH_INV_models43247.py	SHH_INV_models35002.py	SHH_INV_models43398.py	SHH_INV_models11759.py	SHH_INV_models2647.py	SHH_INV_models10289.py	SHH_INV_models36537.py	SHH_INV_models15545.py	SHH_INV_models6069.py	SHH_INV_models7085.py	SHH_INV_models8640.py	SHH_INV_models38269.py	SHH_INV_models34908.py	SHH_INV_models3099.py	SHH_INV_models368.py	SHH_INV_models25902.py	SHH_INV_models24877.py	SHH_INV_models26389.py	SHH_INV_models12136.py	SHH_INV_models11878.py	SHH_INV_models21231.py	SHH_INV_models33250.py	SHH_INV_models44728.py	SHH_INV_models19205.py	SHH_INV_models752.py	SHH_INV_models10603.py	SHH_INV_models9934.py	SHH_INV_models48063.py	SHH_INV_models41236.py	SHH_INV_models41734.py	SHH_INV_models32588.py	SHH_INV_models47949.py	SHH_INV_models12294.py	SHH_INV_models41504.py	
SHH_INV_models34346.py	1315.96	3459.752	3485.098	1428.313	1365.869	1095.361	3329.739	3351.654	3557.224	3449.088	1195.916	3349.279	3306.68	3405.136	3429.273	912.834	3556.273	1001.39	3392.173	912.576	3522.088	1061.083	1490.06	1368.295	1118.074	3556.995	803.572	3442.331	3432.145	3553.801	803.816	758.209	1634.534	3468.34	3616.946	3701.507	652.509	0.0	2643.702	2641.487	3807.332	2617.78	3793.636	2634.344	2553.565	2615.495	3790.977	2638.543	3735.453	2615.391	2528.9	3773.598	3823.448	2631.967	2631.191	2667.972	2583.1	2660.06	2721.826	3771.046	2595.075	3800.36	2603.163	3803.733	3817.68	2672.203	2597.225	3813.238	2602.289	3769.597	2681.404	2606.944	3777.838	2640.381	3779.416	2626.254	2536.136	2596.715	3822.317	3742.658	3810.295	2674.034	2674.829	2597.149	3815.471	2565.085	3816.133	3825.907	3759.283	3784.574	3764.728	3797.728	2630.36	2681.567	2573.586	3775.43	3826.308	3792.84	3841.329	2588.805	2591.53	3823.793	3794.201	
SHH_INV_models49367.py	2232.958	3506.723	3537.053	2212.122	2298.842	2253.766	3484.636	3444.011	3559.44	3557.653	2335.312	3472.986	3459.966	3568.637	3405.161	2319.918	3590.033	2311.579	3523.705	2365.581	3580.868	2349.707	2234.355	2107.655	2359.422	3585.145	2379.555	3575.57	3563.439	3578.715	2442.429	2407.082	2438.586	3696.433	3661.174	3679.831	2613.244	2643.702	0.0	373.558	2645.05	393.986	2606.961	469.851	360.192	481.76	2640.942	302.123	2614.978	435.988	455.138	2624.122	2642.058	312.687	382.222	361.571	583.702	407.949	429.657	2644.299	390.138	2677.881	440.19	2634.207	2653.825	364.144	565.771	2624.852	434.518	2595.701	441.81	597.25	2656.654	527.245	2631.957	308.855	376.84	449.82	2662.316	2636.001	2634.864	498.074	377.648	282.776	2606.265	414.795	2665.195	2632.608	2613.668	2597.904	2609.15	2644.028	447.291	544.268	490.17	2608.109	2699.276	2659.411	2670.143	492.765	303.833	2672.988	2639.129	
SHH_INV_models42182.py	2258.961	3524.702	3547.157	2236.078	2281.087	2304.304	3472.595	3457.397	3578.832	3564.329	2339.208	3476.427	3448.668	3569.892	3399.285	2348.591	3608.197	2329.746	3483.802	2401.787	3560.888	2378.143	2283.6	2144.417	2377.194	3603.942	2407.314	3588.725	3589.317	3573.481	2489.781	2421.342	2448.622	3678.435	3642.954	3668.375	2628.082	2641.487	373.558	0.0	2648.503	337.087	2614.67	491.278	366.555	433.879	2648.084	407.261	2613.704	433.431	319.481	2622.243	2652.612	264.249	448.688	286.227	442.222	322.772	474.693	2629.76	389.289	2672.744	449.765	2656.601	2660.16	314.485	533.745	2625.539	441.569	2618.199	446.888	524.371	2644.292	561.883	2635.389	441.505	389.149	377.505	2682.067	2629.312	2640.922	439.306	527.731	475.829	2615.563	497.986	2681.307	2645.58	2596.572	2598.032	2597.052	2648.194	439.223	407.143	389.604	2610.723	2709.816	2669.389	2680.488	553.65	377.326	2666.932	2632.257	
SHH_INV_models23162.py	3489.721	2170.358	2181.608	3479.941	3509.47	3488.674	2133.186	2118.195	2212.465	2228.909	3558.09	2178.857	2152.899	2232.222	2036.321	3575.32	2251.648	3577.896	2264.97	3582.446	2302.355	3557.98	3459.56	3397.203	3548.414	2263.963	3627.26	2278.444	2277.663	2263.024	3652.813	3605.876	3523.076	2440.567	2434.291	2398.183	3778.609	3807.332	2645.05	2648.503	0.0	2662.432	399.362	2680.633	2647.385	2684.218	521.667	2639.606	454.87	2627.926	2669.867	547.972	406.971	2660.6	2617.905	2634.558	2686.587	2650.176	2689.255	568.282	2643.061	551.613	2681.182	471.209	404.157	2653.56	2682.326	455.866	2686.84	546.701	2653.378	2719.765	417.992	2722.228	453.764	2634.457	2652.395	2619.336	469.348	540.67	477.229	2654.569	2660.456	2645.991	398.715	2692.383	562.216	498.125	514.841	605.227	506.826	470.381	2641.534	2662.404	2648.32	650.747	586.562	527.631	596.531	2693.366	2639.423	459.604	581.416	
SHH_INV_models14269.py	2214.715	3510.592	3535.354	2208.44	2262.654	2295.467	3462.143	3436.447	3571.009	3551.333	2322.673	3462.14	3441.456	3555.324	3399.771	2331.349	3602.136	2294.947	3507.322	2389.416	3567.871	2335.322	2252.0	2114.149	2359.34	3603.649	2365.233	3577.614	3564.991	3579.331	2461.259	2402.39	2411.933	3705.879	3655.581	3683.601	2627.385	2617.78	393.986	337.087	2662.432	0.0	2623.544	431.68	440.397	407.329	2652.014	386.599	2628.971	414.745	404.611	2635.161	2667.369	329.742	470.376	291.58	393.244	299.827	459.739	2652.881	403.103	2673.73	390.233	2662.104	2670.271	325.098	461.555	2641.727	338.077	2626.727	376.285	442.885	2655.268	429.686	2650.451	510.262	342.53	479.199	2683.124	2646.606	2646.103	404.517	478.572	435.296	2637.319	423.38	2682.239	2650.55	2626.387	2603.663	2618.633	2670.285	337.658	482.234	402.827	2616.649	2710.544	2672.226	2685.313	398.763	462.186	2675.374	2654.901	
SHH_INV_models34488.py	3471.845	2247.045	2257.28	3461.332	3499.663	3480.613	2217.6	2181.626	2273.909	2299.308	3546.37	2258.981	2218.844	2305.144	2122.739	3554.204	2317.83	3562.985	2303.6	3554.613	2345.861	3548.096	3445.9	3374.499	3533.577	2341.402	3597.684	2367.108	2342.799	2314.837	3629.825	3585.606	3508.335	2480.511	2463.784	2444.463	3760.919	3793.636	2606.961	2614.67	399.362	2623.544	0.0	2645.159	2608.388	2664.9	394.175	2608.318	532.326	2584.198	2635.632	383.839	396.357	2617.06	2589.971	2592.925	2656.899	2601.359	2656.723	505.712	2599.666	542.562	2627.475	481.843	443.307	2610.633	2648.047	333.468	2656.079	469.132	2612.435	2676.052	412.088	2679.827	453.539	2595.373	2613.19	2590.093	481.937	525.674	407.143	2615.977	2624.594	2599.822	358.024	2653.625	582.845	370.003	466.416	493.884	462.425	420.173	2591.739	2619.252	2608.476	529.031	542.705	567.959	549.484	2657.954	2603.816	431.952	482.081	
SHH_INV_models13110.py	2197.468	3517.985	3543.995	2175.021	2239.86	2281.5	3480.306	3449.124	3567.855	3555.807	2292.584	3466.521	3451.712	3566.424	3410.101	2324.979	3599.13	2265.351	3512.757	2374.98	3571.406	2286.02	2215.222	2104.353	2345.679	3585.36	2367.77	3575.293	3559.21	3580.087	2444.294	2402.837	2362.984	3700.57	3651.833	3678.096	2629.384	2634.344	469.851	491.278	2680.633	431.68	2645.159	0.0	546.95	419.43	2684.174	466.867	2638.902	417.985	535.201	2664.013	2691.925	497.625	399.409	444.988	492.524	446.947	413.668	2662.151	491.269	2706.256	526.394	2685.636	2689.921	465.675	380.968	2659.081	427.724	2624.397	311.633	522.22	2685.53	478.077	2681.94	606.534	477.49	574.88	2711.276	2681.52	2668.842	371.785	355.276	516.868	2654.685	469.167	2714.484	2677.862	2649.834	2608.195	2625.315	2693.588	538.755	405.521	529.232	2632.928	2740.351	2707.821	2715.916	460.424	577.085	2702.567	2659.808	
SHH_INV_models35358.py	2203.228	3527.519	3551.22	2193.604	2247.54	2212.159	3480.395	3458.983	3577.255	3562.647	2282.991	3488.573	3458.245	3576.543	3413.254	2254.598	3610.155	2275.409	3514.114	2289.628	3586.004	2298.188	2235.465	2088.21	2302.92	3608.771	2304.347	3591.344	3586.722	3594.517	2363.824	2323.318	2401.048	3697.892	3669.538	3692.788	2512.733	2553.565	360.192	366.555	2647.385	440.397	2608.388	546.95	0.0	545.926	2634.315	430.885	2608.703	431.534	341.588	2620.057	2650.54	382.023	472.074	439.646	565.478	494.49	583.878	2619.129	365.741	2672.758	500.985	2644.588	2655.84	457.433	601.898	2627.891	547.145	2601.417	542.014	630.12	2644.166	624.963	2623.968	364.451	339.652	394.194	2668.196	2615.851	2635.484	551.663	513.63	394.175	2611.767	493.859	2662.843	2633.86	2596.662	2600.108	2597.051	2638.041	477.734	551.004	400.052	2603.948	2703.075	2653.507	2680.826	594.06	266.153	2661.804	2632.354	
SHH_INV_models45646.py	2152.645	3524.541	3543.308	2134.835	2174.267	2263.159	3477.73	3456.216	3580.848	3560.004	2239.2	3470.84	3450.761	3567.692	3414.573	2300.317	3600.776	2215.93	3523.554	2367.363	3584.956	2284.549	2175.858	2073.485	2295.918	3602.278	2356.682	3584.575	3583.259	3592.026	2454.195	2374.172	2350.661	3731.554	3679.881	3691.495	2607.68	2615.495	481.76	433.879	2684.218	407.329	2664.9	419.43	545.926	0.0	2683.099	386.166	2654.551	561.374	476.405	2666.844	2688.177	470.797	549.797	374.57	359.655	415.316	395.675	2679.337	435.738	2699.562	480.7	2693.54	2693.412	457.433	439.591	2661.113	361.909	2651.201	505.816	396.58	2684.267	364.721	2678.692	632.534	429.411	477.422	2721.401	2678.014	2683.15	511.396	560.51	504.237	2668.676	369.686	2712.301	2688.915	2655.131	2637.499	2638.588	2694.997	489.316	527.147	453.185	2653.552	2731.0	2705.091	2708.688	370.184	569.885	2708.027	2674.431	
SHH_INV_models34009.py	3456.231	2269.134	2255.488	3453.348	3490.065	3479.062	2219.454	2191.095	2302.863	2285.605	3532.948	2297.724	2248.51	2283.575	2178.359	3553.967	2327.424	3559.56	2396.526	3559.52	2446.004	3547.651	3432.311	3373.584	3524.986	2371.841	3596.923	2370.489	2346.116	2384.801	3635.565	3583.38	3496.742	2566.388	2568.516	2530.264	3749.14	3790.977	2640.942	2648.084	521.667	2652.014	394.175	2684.174	2634.315	2683.099	0.0	2638.928	512.638	2610.174	2673.144	422.201	445.528	2641.287	2629.681	2622.868	2677.938	2638.187	2690.167	479.345	2611.629	393.797	2646.126	393.785	351.542	2654.236	2651.491	361.719	2685.607	555.284	2650.124	2692.177	478.63	2683.48	335.556	2625.643	2639.409	2613.521	457.398	390.448	413.705	2641.281	2649.821	2628.697	435.207	2670.693	388.804	341.19	527.514	530.33	514.603	368.404	2609.285	2640.537	2623.03	467.479	391.075	394.285	437.258	2679.618	2630.724	408.157	462.899	
SHH_INV_models31761.py	2188.235	3489.925	3516.936	2165.788	2231.943	2250.391	3460.533	3427.125	3537.598	3533.703	2285.941	3445.041	3433.645	3542.093	3388.792	2314.036	3560.657	2266.399	3504.616	2355.876	3558.091	2311.832	2182.109	2079.626	2324.317	3563.379	2372.039	3553.505	3542.908	3554.714	2449.316	2391.876	2375.923	3686.189	3643.279	3658.564	2615.753	2638.543	302.123	407.261	2639.606	386.599	2608.318	466.867	430.885	386.166	2638.928	0.0	2615.364	479.552	458.005	2619.031	2638.027	375.978	455.449	328.458	487.229	354.911	417.028	2639.344	397.085	2662.768	378.864	2636.612	2648.348	373.393	497.002	2618.963	361.813	2591.4	417.329	493.65	2644.619	455.086	2634.191	451.857	311.883	429.42	2653.831	2635.788	2628.935	504.426	454.693	269.722	2616.3	335.685	2664.124	2634.3	2609.435	2591.441	2605.562	2638.923	404.396	556.29	453.881	2604.988	2687.693	2659.457	2659.715	378.38	438.008	2670.94	2637.537	
SHH_INV_models32339.py	3441.675	2215.821	2221.964	3440.773	3465.867	3447.581	2149.252	2135.859	2282.554	2260.314	3508.315	2220.656	2172.089	2247.657	2098.316	3519.666	2312.421	3528.427	2316.199	3530.245	2381.303	3508.048	3424.374	3361.804	3493.457	2311.463	3566.404	2309.916	2285.048	2345.896	3598.462	3544.175	3480.514	2498.78	2516.957	2497.501	3702.37	3735.453	2614.978	2613.704	454.87	2628.971	532.326	2638.902	2608.703	2654.551	512.638	2615.364	0.0	2565.751	2636.192	575.882	547.143	2618.479	2571.125	2601.562	2650.253	2618.877	2671.752	412.733	2603.139	530.623	2638.211	524.734	469.171	2625.123	2616.699	578.867	2654.787	459.131	2607.72	2681.533	449.154	2683.011	453.88	2599.78	2613.633	2588.744	522.335	442.183	539.172	2598.426	2615.052	2612.157	534.74	2650.578	535.636	565.061	504.479	531.554	411.519	508.657	2604.543	2595.985	2610.719	509.843	573.922	479.464	648.948	2661.862	2605.231	502.745	479.487	
SHH_INV_models5675.py	2211.083	3489.544	3508.176	2200.203	2258.955	2266.251	3442.09	3415.935	3549.311	3525.329	2302.822	3450.192	3427.998	3529.525	3385.274	2297.844	3579.461	2299.415	3481.654	2359.668	3547.511	2307.762	2240.338	2092.579	2333.855	3571.093	2352.268	3550.762	3535.387	3557.132	2440.959	2380.145	2395.948	3666.028	3625.936	3661.293	2586.983	2615.391	435.988	433.431	2627.926	414.745	2584.198	417.985	431.534	561.374	2610.174	479.552	2565.751	0.0	482.96	2605.615	2634.842	414.481	367.671	439.441	557.107	471.167	564.018	2586.944	453.835	2650.706	496.206	2623.07	2631.602	454.69	399.882	2605.062	515.934	2569.465	337.461	575.91	2621.57	601.931	2611.21	478.123	428.569	515.522	2647.302	2599.984	2610.55	395.133	378.491	465.957	2594.719	514.23	2638.58	2614.065	2588.447	2563.294	2559.332	2625.313	508.571	363.803	448.998	2566.46	2677.29	2628.566	2658.712	559.344	456.669	2633.981	2592.541	
SHH_INV_models25486.py	2207.032	3554.706	3583.53	2201.912	2225.985	2236.39	3496.679	3479.607	3610.16	3599.745	2274.845	3501.37	3466.272	3607.952	3425.617	2264.389	3640.429	2243.587	3515.907	2306.038	3601.875	2289.074	2242.57	2098.576	2294.214	3639.694	2303.878	3625.735	3621.637	3617.14	2386.907	2322.418	2391.15	3721.782	3696.297	3721.281	2526.003	2528.9	455.138	319.481	2669.867	404.611	2635.632	535.201	341.588	476.405	2673.144	458.005	2636.192	482.96	0.0	2638.346	2673.644	383.072	475.583	414.532	436.17	423.274	614.066	2647.623	417.402	2697.479	478.61	2686.388	2693.924	437.17	588.589	2654.365	489.02	2629.24	521.557	533.031	2661.156	611.171	2658.518	498.676	381.548	362.794	2708.782	2654.854	2673.603	506.932	594.355	479.515	2651.839	504.099	2714.489	2679.71	2620.817	2625.374	2614.797	2669.934	449.51	552.661	356.417	2637.201	2731.945	2694.122	2708.377	565.143	380.008	2697.815	2657.202	
SHH_INV_models17609.py	3474.799	2334.879	2340.231	3466.877	3499.605	3484.703	2277.919	2253.673	2358.994	2387.571	3544.835	2333.135	2256.029	2373.96	2191.57	3559.215	2380.74	3552.046	2379.955	3550.208	2452.735	3547.007	3446.413	3389.887	3533.488	2423.259	3594.642	2464.543	2424.294	2417.177	3624.052	3580.407	3508.752	2567.187	2598.941	2557.471	3757.045	3773.598	2624.122	2622.243	547.972	2635.161	383.839	2664.013	2620.057	2666.844	422.201	2619.031	575.882	2605.615	2638.346	0.0	361.906	2627.505	2594.023	2597.005	2660.495	2604.205	2683.962	445.312	2602.007	448.199	2629.026	558.515	519.916	2628.296	2657.731	314.75	2668.361	477.858	2629.751	2682.758	385.127	2681.423	465.697	2615.55	2620.853	2585.921	601.807	494.557	531.75	2619.021	2644.932	2611.879	491.086	2660.241	675.904	486.59	404.499	463.077	452.1	371.206	2584.295	2629.382	2613.965	478.828	436.444	629.897	481.375	2671.714	2616.258	574.261	390.738	
SHH_INV_models28974.py	3496.925	2263.292	2277.153	3492.396	3517.043	3496.047	2234.776	2219.965	2305.484	2333.677	3563.544	2276.411	2235.21	2325.278	2137.804	3585.6	2323.783	3585.079	2359.061	3586.468	2404.173	3569.593	3460.748	3403.375	3558.401	2342.584	3641.546	2400.719	2384.995	2357.224	3669.956	3619.243	3540.942	2548.849	2555.913	2485.434	3792.352	3823.448	2642.058	2652.612	406.971	2667.369	396.357	2691.925	2650.54	2688.177	445.528	2638.027	547.143	2634.842	2673.644	361.906	0.0	2660.802	2616.214	2632.175	2689.716	2641.947	2701.481	537.257	2633.645	488.288	2664.918	454.992	441.013	2661.255	2685.889	343.003	2694.606	525.839	2656.424	2720.518	453.968	2715.912	369.128	2639.667	2658.545	2602.589	558.92	541.53	582.564	2652.162	2662.819	2643.502	409.871	2697.797	586.052	461.877	548.529	525.162	446.936	421.034	2620.991	2668.4	2642.249	508.323	485.434	535.896	384.65	2697.642	2636.105	586.721	435.477	
SHH_INV_models39150.py	2243.055	3521.358	3545.638	2227.024	2287.901	2296.336	3472.506	3446.732	3577.583	3560.444	2333.669	3476.745	3456.162	3563.633	3410.064	2331.108	3603.728	2316.452	3501.197	2379.342	3573.987	2371.637	2263.192	2133.552	2373.227	3606.85	2388.793	3585.71	3578.475	3580.467	2466.926	2414.316	2438.831	3685.875	3652.236	3684.486	2609.39	2631.967	312.687	264.249	2660.6	329.742	2617.06	497.625	382.023	470.797	2641.287	375.978	2618.479	414.481	383.072	2627.505	2660.802	0.0	468.073	267.806	468.058	313.602	483.022	2636.411	335.921	2677.529	381.489	2653.049	2663.335	314.064	503.975	2631.354	432.564	2612.294	424.906	484.205	2651.027	473.614	2639.744	383.27	364.204	449.508	2675.254	2632.667	2640.05	452.833	469.791	395.759	2624.51	398.506	2677.126	2644.898	2609.842	2605.706	2612.179	2649.033	386.982	451.207	418.051	2614.596	2705.985	2663.666	2682.194	478.638	373.589	2672.367	2641.108	
SHH_INV_models407.py	2246.151	3498.308	3530.209	2228.568	2296.93	2263.055	3460.852	3433.066	3551.114	3551.396	2341.795	3453.212	3433.719	3558.126	3383.576	2326.984	3580.892	2311.535	3501.494	2364.687	3565.831	2324.131	2258.038	2130.331	2370.503	3564.95	2379.33	3569.962	3548.644	3568.043	2435.967	2394.36	2422.837	3679.539	3656.303	3672.704	2619.492	2631.191	382.222	448.688	2617.905	470.376	2589.971	399.409	472.074	549.797	2629.681	455.449	2571.125	367.671	475.583	2594.023	2616.214	468.073	0.0	456.796	623.017	485.889	580.891	2593.984	492.065	2650.203	553.43	2623.651	2635.605	513.489	537.862	2607.095	519.757	2558.027	391.045	670.65	2625.197	655.783	2610.968	469.056	487.311	483.681	2653.703	2611.468	2620.532	385.16	387.6	481.974	2591.688	548.79	2655.736	2622.137	2583.866	2551.807	2561.854	2624.299	511.216	491.77	555.448	2566.334	2676.589	2644.182	2646.566	610.748	441.439	2659.754	2591.864	
SHH_INV_models1242.py	2240.146	3497.781	3517.863	2221.029	2279.219	2320.536	3450.769	3425.382	3547.276	3536.763	2338.535	3445.741	3424.899	3541.613	3381.996	2357.898	3571.129	2320.925	3472.952	2406.89	3535.483	2378.319	2261.964	2139.18	2387.096	3575.348	2413.557	3564.94	3557.199	3546.404	2495.524	2432.783	2433.319	3663.881	3619.631	3643.17	2659.713	2667.972	361.571	286.227	2634.558	291.58	2592.925	444.988	439.646	374.57	2622.868	328.458	2601.562	439.441	414.532	2597.005	2632.175	267.806	456.796	0.0	407.721	247.473	431.824	2614.645	358.418	2646.56	412.474	2637.829	2638.816	290.114	497.159	2600.525	385.561	2589.487	393.356	435.31	2620.477	452.46	2625.15	467.962	360.55	435.799	2659.514	2617.595	2614.993	415.196	514.996	409.02	2603.807	366.472	2662.375	2621.908	2583.797	2577.384	2587.046	2629.943	365.746	452.952	431.921	2589.388	2675.651	2649.38	2656.237	432.513	464.871	2649.008	2614.103	
SHH_INV_models29109.py	2165.408	3536.638	3552.217	2170.491	2164.805	2286.787	3468.572	3453.347	3597.987	3565.543	2240.969	3471.919	3453.32	3565.002	3420.381	2302.188	3616.822	2227.809	3510.938	2368.914	3579.556	2278.213	2203.776	2083.466	2303.703	3623.915	2351.054	3595.807	3596.53	3593.49	2465.129	2370.552	2353.553	3726.126	3671.898	3696.114	2588.331	2583.1	583.702	442.222	2686.587	393.244	2656.899	492.524	565.478	359.655	2677.938	487.229	2650.253	557.107	436.17	2660.495	2689.716	468.058	623.017	407.721	0.0	369.853	545.6	2671.741	494.726	2690.262	446.424	2696.341	2693.384	467.441	438.432	2657.88	353.332	2659.749	508.899	304.896	2664.918	475.496	2675.361	697.35	473.436	454.956	2724.306	2675.821	2687.61	506.747	641.867	600.979	2675.218	459.349	2713.808	2691.275	2654.805	2639.019	2629.566	2688.355	470.646	522.305	385.067	2654.713	2727.988	2690.9	2709.601	382.95	604.944	2699.579	2669.836	
SHH_INV_models44526.py	2240.569	3509.047	3532.892	2224.229	2265.645	2332.494	3460.681	3433.429	3559.934	3553.8	2326.375	3452.399	3429.93	3553.639	3390.675	2366.863	3584.002	2309.22	3479.063	2412.657	3548.58	2355.141	2252.246	2140.783	2380.482	3589.058	2414.0	3581.664	3567.988	3557.49	2504.925	2439.629	2424.315	3677.876	3639.442	3662.639	2662.746	2660.06	407.949	322.772	2650.176	299.827	2601.359	446.947	494.49	415.316	2638.187	354.911	2618.877	471.167	423.274	2604.205	2641.947	313.602	485.889	247.473	369.853	0.0	466.535	2630.141	371.721	2656.132	330.968	2652.767	2656.169	298.046	494.961	2610.553	343.291	2597.948	373.623	408.675	2631.686	448.732	2639.515	553.429	395.943	417.012	2672.476	2639.785	2632.882	385.214	509.357	457.971	2623.471	439.041	2682.98	2640.4	2600.645	2582.982	2595.984	2639.718	331.189	460.304	406.369	2601.238	2685.552	2669.365	2660.906	429.29	489.57	2667.321	2625.294	
SHH_INV_models9432.py	2226.082	3517.547	3537.801	2179.628	2265.776	2313.631	3493.914	3458.885	3563.454	3549.553	2329.409	3473.074	3462.882	3563.366	3412.059	2372.998	3591.948	2317.8	3515.029	2443.841	3566.173	2365.111	2222.393	2113.743	2386.881	3585.464	2440.69	3568.959	3567.425	3571.333	2520.495	2465.488	2414.592	3698.13	3637.295	3657.412	2690.294	2721.826	429.657	474.693	2689.255	459.739	2656.723	413.668	583.878	395.675	2690.167	417.028	2671.752	564.018	614.066	2683.962	2701.481	483.022	580.891	431.824	545.6	466.535	0.0	2696.641	514.677	2720.754	564.364	2687.275	2693.379	425.761	537.083	2664.326	392.314	2659.023	485.021	546.648	2703.2	459.239	2686.924	573.141	515.028	613.47	2717.09	2694.534	2672.799	564.736	489.1	491.879	2653.95	468.471	2713.861	2680.254	2664.31	2642.955	2657.723	2702.142	603.253	518.416	558.855	2661.571	2755.189	2714.184	2719.506	441.601	600.035	2706.972	2690.103	
SHH_INV_models28719.py	3462.482	2297.889	2290.167	3455.637	3480.277	3477.579	2218.867	2218.157	2323.882	2321.748	3525.601	2300.136	2221.007	2317.909	2152.722	3542.627	2345.364	3555.061	2328.432	3535.714	2408.737	3536.21	3446.523	3391.027	3520.752	2365.978	3586.929	2405.336	2369.656	2374.991	3613.689	3565.389	3487.932	2515.219	2550.295	2516.986	3725.958	3771.046	2644.299	2629.76	568.282	2652.881	505.712	2662.151	2619.129	2679.337	479.345	2639.344	412.733	2586.944	2647.623	445.312	537.257	2636.411	2593.984	2614.645	2671.741	2630.141	2696.641	0.0	2612.351	526.973	2651.3	618.586	538.2	2647.601	2647.692	483.715	2690.429	442.958	2631.266	2694.521	437.52	2700.323	480.781	2619.9	2630.287	2602.307	628.306	470.222	547.708	2619.181	2645.221	2630.979	550.811	2676.058	657.706	560.844	442.1	464.238	349.34	471.139	2611.626	2607.572	2620.906	446.797	562.695	612.83	611.255	2696.502	2626.186	535.431	320.365	
SHH_INV_models4335.py	2201.463	3511.382	3535.039	2185.885	2244.389	2272.16	3470.453	3443.829	3565.171	3550.771	2277.474	3469.673	3440.718	3558.316	3404.582	2296.04	3591.392	2264.335	3507.408	2340.291	3581.522	2308.145	2221.449	2112.711	2325.714	3591.558	2343.0	3587.122	3572.572	3582.632	2423.027	2370.706	2398.05	3703.392	3677.042	3689.558	2563.341	2595.075	390.138	389.289	2643.061	403.103	2599.666	491.269	365.741	435.738	2611.629	397.085	2603.139	453.835	417.402	2602.007	2633.645	335.921	492.065	358.418	494.726	371.721	514.677	2612.351	0.0	2651.211	393.03	2627.893	2639.913	458.106	502.935	2605.477	470.415	2585.366	497.33	506.794	2638.065	438.947	2613.737	512.016	378.106	388.238	2656.87	2609.72	2620.757	458.275	470.358	407.793	2610.101	408.359	2650.77	2625.563	2596.041	2582.557	2591.407	2625.583	361.231	515.33	385.682	2582.385	2674.563	2644.175	2650.146	501.857	381.621	2658.06	2612.402	
SHH_INV_models1789.py	3475.565	2232.629	2217.735	3476.814	3500.574	3504.586	2161.437	2150.323	2260.839	2239.262	3552.988	2237.898	2185.503	2232.555	2137.217	3590.655	2270.623	3569.703	2376.303	3589.623	2428.874	3558.334	3446.948	3410.365	3546.459	2323.781	3623.004	2311.512	2292.032	2356.727	3661.746	3602.761	3502.783	2545.619	2561.117	2510.334	3786.659	3800.36	2677.881	2672.744	551.613	2673.73	542.562	2706.256	2672.758	2699.562	393.797	2662.768	530.623	2650.706	2697.479	448.199	488.288	2677.529	2650.203	2646.56	2690.262	2656.132	2720.754	526.973	2651.211	0.0	2673.217	492.487	362.946	2682.029	2676.602	488.78	2695.681	630.794	2670.422	2721.405	447.615	2709.628	430.46	2671.25	2665.745	2640.299	498.091	487.301	466.896	2655.374	2689.48	2663.848	547.731	2701.619	479.581	475.487	506.388	523.568	560.666	473.767	2626.058	2671.577	2652.211	503.038	340.859	456.044	379.303	2701.39	2677.032	463.914	548.024	
