	Six_zebra_models19141.py	Six_zebra_models30685.py	Six_zebra_models31521.py	Six_zebra_models5357.py	Six_zebra_models21964.py	Six_zebra_models33077.py	Six_zebra_models13971.py	Six_zebra_models31450.py	Six_zebra_models30077.py	Six_zebra_models40097.py	Six_zebra_models6232.py	Six_zebra_models11675.py	Six_zebra_models9809.py	Six_zebra_models16815.py	Six_zebra_models31407.py	Six_zebra_models31012.py	Six_zebra_models23934.py	Six_zebra_models32367.py	Six_zebra_models29975.py	Six_zebra_models41766.py	Six_zebra_models45108.py	Six_zebra_models10562.py	Six_zebra_models40274.py	Six_zebra_models20989.py	Six_zebra_models48603.py	Six_zebra_models18520.py	Six_zebra_models28610.py	Six_zebra_models6742.py	Six_zebra_models6845.py	Six_zebra_models44976.py	Six_zebra_models26549.py	Six_zebra_models15390.py	Six_zebra_models41230.py	Six_zebra_models13986.py	Six_zebra_models9343.py	Six_zebra_models32843.py	Six_zebra_models17723.py	Six_zebra_models48110.py	Six_zebra_models7301.py	Six_zebra_models8148.py	Six_zebra_models45514.py	Six_zebra_models6070.py	Six_zebra_models18265.py	Six_zebra_models3208.py	Six_zebra_models31570.py	Six_zebra_models26789.py	Six_zebra_models11849.py	Six_zebra_models26054.py	Six_zebra_models24118.py	Six_zebra_models8646.py	Six_zebra_models42748.py	Six_zebra_models19011.py	Six_zebra_models49458.py	Six_zebra_models47696.py	Six_zebra_models26526.py	Six_zebra_models48658.py	Six_zebra_models24181.py	Six_zebra_models39759.py	Six_zebra_models5087.py	Six_zebra_models8371.py	Six_zebra_models35233.py	Six_zebra_models6913.py	Six_zebra_models38315.py	Six_zebra_models40040.py	Six_zebra_models13643.py	Six_zebra_models43329.py	Six_zebra_models17323.py	Six_zebra_models48117.py	Six_zebra_models27030.py	Six_zebra_models7326.py	Six_zebra_models29145.py	Six_zebra_models6022.py	Six_zebra_models12459.py	Six_zebra_models30406.py	Six_zebra_models23632.py	Six_zebra_models47209.py	Six_zebra_models33241.py	Six_zebra_models49742.py	Six_zebra_models7675.py	Six_zebra_models33593.py	Six_zebra_models31239.py	Six_zebra_models41213.py	Six_zebra_models32405.py	Six_zebra_models19570.py	Six_zebra_models31567.py	Six_zebra_models32794.py	Six_zebra_models38753.py	Six_zebra_models70.py	Six_zebra_models39147.py	Six_zebra_models14045.py	Six_zebra_models40466.py	Six_zebra_models44165.py	Six_zebra_models44419.py	Six_zebra_models42684.py	Six_zebra_models47909.py	Six_zebra_models42582.py	Six_zebra_models7070.py	Six_zebra_models42418.py	Six_zebra_models30110.py	Six_zebra_models36599.py	Six_zebra_models41366.py	Six_zebra_models22688.py	Six_zebra_models8758.py	Six_zebra_models33742.py	Six_zebra_models13458.py	Six_zebra_models44763.py	Six_zebra_models44.py	Six_zebra_models39827.py	Six_zebra_models24276.py	Six_zebra_models34481.py	Six_zebra_models37407.py	Six_zebra_models48782.py	Six_zebra_models1567.py	Six_zebra_models35444.py	Six_zebra_models27943.py	Six_zebra_models688.py	Six_zebra_models49070.py	Six_zebra_models32355.py	Six_zebra_models17665.py	Six_zebra_models44006.py	Six_zebra_models45283.py	Six_zebra_models7937.py	Six_zebra_models46895.py	Six_zebra_models8788.py	Six_zebra_models34065.py	Six_zebra_models7436.py	Six_zebra_models16607.py	Six_zebra_models24449.py	Six_zebra_models44732.py	Six_zebra_models49145.py	Six_zebra_models43232.py	Six_zebra_models43305.py	Six_zebra_models27294.py	Six_zebra_models41696.py	Six_zebra_models19050.py	Six_zebra_models48514.py	Six_zebra_models12356.py	Six_zebra_models28341.py	Six_zebra_models39576.py	Six_zebra_models44714.py	Six_zebra_models814.py	Six_zebra_models11123.py	Six_zebra_models46800.py	Six_zebra_models44457.py	Six_zebra_models43140.py	Six_zebra_models23020.py	Six_zebra_models39091.py	Six_zebra_models36304.py	Six_zebra_models20028.py	Six_zebra_models49576.py	Six_zebra_models44432.py	Six_zebra_models10386.py	Six_zebra_models13485.py	Six_zebra_models28596.py	Six_zebra_models40470.py	Six_zebra_models45725.py	Six_zebra_models29901.py	Six_zebra_models46815.py	Six_zebra_models1011.py	Six_zebra_models30383.py	Six_zebra_models11801.py	Six_zebra_models25374.py	Six_zebra_models49388.py	Six_zebra_models30473.py	Six_zebra_models41232.py	Six_zebra_models30001.py	Six_zebra_models9215.py	Six_zebra_models26211.py	Six_zebra_models2299.py	Six_zebra_models17787.py	Six_zebra_models48389.py	Six_zebra_models19111.py	Six_zebra_models557.py	Six_zebra_models41516.py	Six_zebra_models19885.py	Six_zebra_models16368.py	Six_zebra_models43332.py	Six_zebra_models17743.py	Six_zebra_models20594.py	Six_zebra_models16120.py	Six_zebra_models21838.py	Six_zebra_models45198.py	Six_zebra_models9786.py	Six_zebra_models23434.py	Six_zebra_models23904.py	Six_zebra_models5319.py	Six_zebra_models19053.py	Six_zebra_models10463.py	Six_zebra_models15851.py	Six_zebra_models36984.py	Six_zebra_models861.py	Six_zebra_models23773.py	Six_zebra_models44090.py	Six_zebra_models10552.py	Six_zebra_models49499.py	Six_zebra_models13808.py	Six_zebra_models45324.py	Six_zebra_models48085.py	Six_zebra_models42190.py	Six_zebra_models23114.py	
Six_zebra_models32794.py	4140.486	2749.015	2711.009	4064.142	2748.88	2757.419	4179.306	4027.946	2897.343	3979.913	533.891	2884.647	4485.659	580.928	3028.379	4540.722	4717.818	441.278	4615.476	759.059	4557.724	4745.051	4742.087	500.431	635.983	4795.515	748.322	4431.909	4802.816	418.209	505.606	326.56	468.772	724.854	4559.864	4472.38	436.726	4859.1	4753.047	4761.774	466.372	4689.419	3941.954	469.233	390.868	470.847	4716.974	4790.254	4628.382	4499.475	564.163	452.781	4836.515	4732.608	1014.182	4675.044	468.277	302.552	232.495	256.639	4660.771	4526.401	753.245	376.934	4559.715	4469.398	4601.538	329.171	4621.104	4764.174	397.349	345.063	455.548	685.007	379.478	4718.525	4547.897	4760.973	765.48	481.785	643.698	398.962	370.447	535.031	4474.289	0.0	535.593	757.537	424.202	4790.173	649.142	4508.42	483.404	567.111	4688.452	619.369	4494.718	688.097	445.519	4865.912	636.091	4742.207	433.551	4596.323	334.566	409.499	4620.065	535.9	723.516	4746.195	4761.095	385.663	541.128	4841.207	4888.174	404.817	567.483	4497.627	294.557	565.805	478.896	288.133	4583.295	558.168	4659.208	659.779	4393.437	4802.311	322.194	4784.504	4840.478	596.234	513.48	4797.721	4521.849	384.235	345.782	753.127	4488.503	4716.722	450.191	4788.373	420.546	4671.525	4624.188	4684.1	284.21	4638.055	4749.321	577.188	285.187	665.931	732.551	408.718	425.57	716.535	4704.804	604.85	414.225	734.475	654.393	436.952	652.28	4607.873	4614.896	654.21	455.845	4506.07	4618.333	4519.687	4757.566	4750.337	4819.43	4833.564	4822.704	4862.078	477.794	329.91	4846.367	406.292	4547.973	700.442	437.294	337.244	477.818	467.69	4735.853	4542.282	453.924	4756.534	671.483	690.268	582.195	358.798	4696.364	4737.584	259.565	4632.196	300.716	4835.009	
Six_zebra_models38753.py	4049.522	2754.4	2709.567	3972.939	2777.681	2786.254	4093.603	3921.951	2889.002	3890.428	834.244	2884.448	4355.865	556.461	3027.689	4417.208	4576.275	522.072	4479.497	827.812	4434.231	4613.098	4599.878	673.126	466.58	4662.28	1067.245	4315.618	4683.252	758.488	796.982	521.302	761.824	363.458	4454.064	4342.738	845.39	4744.59	4641.35	4640.333	655.581	4577.136	3843.818	817.648	314.935	515.512	4592.931	4672.263	4490.43	4378.636	240.112	800.424	4721.574	4593.984	832.517	4533.451	783.866	691.531	580.756	640.407	4532.523	4398.031	421.426	794.799	4432.655	4341.573	4457.447	449.968	4502.25	4650.913	796.185	646.018	771.024	343.194	786.893	4574.904	4420.786	4635.003	1003.665	315.118	484.856	596.91	595.991	577.933	4359.994	535.593	0.0	588.96	689.545	4656.163	651.988	4396.122	345.603	191.071	4563.372	341.855	4377.621	469.985	820.145	4755.596	298.204	4598.357	798.547	4478.118	338.22	663.51	4501.317	944.884	415.178	4640.73	4629.538	783.975	231.879	4724.53	4761.253	710.596	400.652	4366.327	451.448	467.114	533.251	432.84	4453.819	241.567	4524.739	246.369	4265.276	4674.443	435.789	4646.279	4720.763	310.308	406.897	4689.562	4405.634	482.812	510.111	427.551	4363.815	4590.025	583.739	4665.871	738.569	4572.333	4483.363	4554.396	655.355	4510.628	4644.694	248.338	614.361	340.43	530.166	489.533	485.13	680.095	4575.322	316.685	478.882	322.865	435.304	717.738	275.861	4491.793	4508.521	247.525	271.668	4386.95	4488.215	4395.747	4618.299	4622.565	4707.986	4723.49	4711.234	4743.159	467.209	329.192	4720.703	581.502	4440.411	401.198	474.885	536.567	876.632	745.015	4632.715	4417.709	416.834	4616.59	997.756	428.712	524.351	632.821	4567.263	4591.965	658.074	4508.614	569.868	4715.605	
Six_zebra_models70.py	3880.278	2649.928	2590.008	3810.759	2653.114	2681.817	3931.406	3770.798	2747.863	3739.081	766.306	2731.08	4148.305	659.789	2893.625	4206.831	4361.895	728.147	4271.496	698.224	4213.718	4395.581	4383.545	662.088	728.405	4447.684	917.984	4108.751	4463.043	877.61	919.27	837.677	852.639	551.099	4231.798	4132.059	908.804	4517.644	4411.042	4424.544	690.762	4350.593	3711.86	894.654	581.227	763.446	4366.27	4445.414	4281.091	4169.816	593.808	938.586	4485.531	4385.645	760.293	4325.385	753.018	908.37	856.178	789.186	4316.138	4189.263	436.733	894.138	4219.254	4136.966	4254.903	697.488	4276.13	4416.943	976.944	838.271	1050.079	562.106	973.791	4361.049	4212.763	4415.246	899.782	565.744	483.242	741.504	766.584	457.862	4152.119	757.537	588.96	0.0	752.435	4434.371	598.892	4179.471	757.938	626.753	4351.996	616.661	4161.738	354.924	912.003	4520.836	578.047	4389.184	841.371	4261.779	617.953	832.238	4282.723	974.784	335.319	4408.836	4412.705	965.029	553.362	4495.608	4537.803	916.805	694.847	4156.866	617.351	426.593	534.956	734.908	4250.531	630.739	4317.274	695.606	4056.126	4446.868	669.858	4436.588	4493.945	434.147	523.84	4458.283	4190.054	733.687	798.32	592.3	4154.528	4367.836	600.025	4438.313	901.435	4342.583	4281.534	4334.038	891.32	4298.89	4412.178	684.582	780.59	461.872	410.854	794.855	603.773	430.894	4361.469	758.479	535.33	599.827	520.348	723.669	640.728	4276.97	4280.451	537.754	567.34	4183.02	4278.314	4178.974	4409.078	4399.82	4478.146	4489.78	4480.79	4523.206	666.433	639.814	4496.084	704.041	4220.431	460.627	635.099	727.764	1017.79	1002.031	4401.773	4207.029	452.582	4404.791	849.045	416.928	559.796	850.864	4354.305	4384.073	883.952	4297.222	800.868	4488.985	
Six_zebra_models39147.py	4046.065	2813.61	2739.744	3977.636	2794.798	2807.94	4083.971	3938.756	2943.178	3897.561	368.271	2914.15	4461.626	500.309	3064.846	4531.995	4703.4	605.229	4605.47	643.689	4524.757	4743.668	4722.515	536.634	841.471	4793.276	667.419	4413.361	4795.292	645.458	497.298	520.168	340.635	742.963	4574.526	4460.226	353.927	4847.74	4764.989	4773.367	187.863	4689.051	3856.114	554.303	491.014	459.631	4690.505	4788.7	4614.793	4494.767	690.332	459.675	4831.651	4735.157	1092.79	4676.357	252.759	336.978	462.106	256.065	4659.375	4517.477	843.399	382.631	4547.218	4466.191	4591.883	443.556	4599.57	4762.924	517.817	437.087	609.676	746.01	568.007	4708.617	4545.978	4771.024	657.482	594.586	556.933	331.897	636.167	676.471	4466.061	424.202	689.545	752.435	0.0	4775.477	519.307	4505.219	715.34	768.394	4701.01	704.911	4494.42	610.133	540.614	4865.025	719.342	4733.456	358.987	4590.804	495.168	381.098	4604.322	475.773	766.491	4752.747	4764.514	559.455	755.153	4848.014	4893.413	371.011	701.787	4493.351	366.718	620.18	627.479	420.486	4579.056	747.164	4647.28	802.436	4379.885	4785.367	434.323	4783.12	4848.487	668.08	707.546	4805.073	4494.184	325.667	363.841	817.693	4482.667	4690.763	396.027	4797.477	522.712	4664.48	4619.012	4674.365	386.693	4622.66	4753.874	687.452	426.278	664.472	861.31	415.28	345.335	613.261	4703.446	802.338	401.47	876.134	593.034	470.734	767.561	4588.644	4617.804	762.295	538.694	4479.162	4609.744	4514.406	4750.825	4746.492	4819.267	4836.335	4830.517	4866.973	378.546	603.38	4860.47	395.951	4544.43	686.585	500.682	306.045	525.534	570.2	4739.18	4536.168	553.577	4755.413	484.441	642.818	400.315	491.348	4685.057	4725.754	409.579	4628.118	332.556	4836.124	
Six_zebra_models14045.py	2667.73	4004.345	4023.094	2728.579	4022.791	4091.656	2763.418	2834.813	3964.921	2791.704	4647.7	3890.278	714.349	4615.474	3954.674	545.248	245.69	4686.174	437.747	4509.663	662.954	364.378	243.936	4697.474	4613.097	377.638	4627.001	756.027	497.648	4754.329	4688.653	4766.755	4725.273	4577.207	731.257	661.291	4777.945	547.64	647.345	736.486	4710.282	538.993	2940.077	4769.642	4669.106	4748.26	382.533	464.31	524.403	745.425	4620.323	4832.693	491.381	479.118	4334.645	522.486	4733.507	4855.428	4812.671	4790.549	388.574	612.736	4460.916	4821.565	639.59	762.321	590.207	4728.739	489.995	435.23	4810.662	4810.52	4856.544	4602.962	4842.728	339.036	645.039	624.662	4591.042	4630.406	4563.916	4726.01	4754.476	4592.815	813.523	4790.173	4656.163	4434.371	4775.477	0.0	4544.25	710.455	4694.625	4647.839	639.018	4648.334	751.142	4543.636	4840.812	500.374	4583.054	522.274	4804.852	607.154	4757.546	4773.373	607.241	4841.005	4487.345	603.642	510.888	4869.243	4602.48	603.768	494.653	4871.62	4683.77	738.632	4777.414	4587.806	4648.263	4784.129	667.942	4640.003	552.125	4669.565	797.618	176.059	4787.669	410.215	541.412	4609.23	4636.274	568.198	790.944	4781.706	4831.306	4532.288	763.554	454.021	4714.738	516.221	4862.489	611.195	705.351	440.778	4866.656	611.468	622.825	4681.848	4810.242	4612.492	4497.572	4824.372	4737.708	4456.508	498.098	4664.901	4711.788	4560.822	4649.192	4773.853	4663.186	646.707	632.492	4634.187	4720.016	847.617	611.358	727.672	463.954	363.03	489.502	522.961	592.482	712.279	4779.301	4727.919	619.0	4742.02	673.246	4560.078	4760.583	4786.709	4864.137	4840.315	619.201	691.995	4616.074	446.513	4704.968	4586.657	4684.647	4862.788	512.344	570.413	4827.714	620.519	4851.825	408.796	
Six_zebra_models40466.py	3949.934	2578.748	2488.675	3886.404	2556.378	2579.965	4003.755	3850.664	2672.862	3813.503	474.093	2648.427	4234.009	278.254	2789.638	4303.619	4465.986	541.167	4368.486	394.285	4307.732	4506.433	4483.882	673.342	711.594	4559.543	739.997	4185.678	4571.002	844.04	609.557	573.041	592.993	552.446	4369.665	4231.004	681.22	4632.74	4554.673	4548.965	426.161	4470.434	3779.839	765.918	488.128	489.305	4463.16	4575.616	4374.139	4270.472	617.211	761.559	4618.44	4493.609	711.135	4428.205	590.463	634.734	661.514	632.803	4434.605	4284.536	680.03	703.426	4315.07	4229.901	4347.871	565.729	4383.409	4545.2	734.171	716.754	785.383	581.046	825.238	4464.2	4320.04	4544.4	548.815	590.797	451.189	450.856	822.997	771.53	4250.421	649.142	651.988	598.892	519.307	4544.25	0.0	4295.261	641.209	724.137	4466.112	587.333	4283.09	461.015	862.818	4652.709	583.258	4497.555	709.225	4381.407	596.248	455.667	4389.619	764.406	660.925	4551.709	4525.901	867.639	729.039	4628.384	4668.956	703.413	562.465	4260.04	554.376	701.545	754.973	518.879	4346.075	656.179	4412.52	704.532	4144.009	4560.886	581.375	4539.796	4622.67	681.915	782.458	4598.232	4273.731	559.569	543.302	567.116	4251.905	4471.524	507.338	4568.157	822.273	4466.194	4376.951	4434.087	683.961	4402.653	4553.733	626.135	722.564	638.921	735.095	599.064	530.519	384.941	4477.454	728.869	520.637	743.164	531.535	786.361	706.334	4369.905	4403.349	679.807	621.881	4255.43	4390.477	4287.733	4517.712	4510.092	4611.911	4620.207	4624.869	4648.015	537.506	705.567	4631.835	403.591	4333.702	580.573	637.734	542.525	761.087	785.948	4544.165	4309.203	639.962	4514.995	717.711	609.077	436.922	733.798	4463.231	4482.955	693.209	4413.875	641.221	4612.664	
Six_zebra_models44165.py	2689.782	3822.228	3860.954	2748.471	3841.747	3913.027	2770.327	2839.063	3804.131	2752.812	4380.719	3724.373	602.742	4364.866	3798.108	420.155	694.049	4429.609	515.714	4262.782	651.943	760.705	696.266	4416.686	4360.766	792.684	4351.246	596.262	825.591	4465.769	4423.682	4504.352	4461.932	4334.549	524.103	436.56	4499.335	1015.54	810.048	1016.727	4443.234	647.416	2900.279	4496.298	4404.889	4486.657	760.711	795.078	548.604	365.733	4364.259	4557.149	892.219	883.504	4111.247	737.947	4452.247	4574.656	4537.989	4513.068	440.968	410.076	4213.961	4533.468	420.74	469.238	596.926	4464.196	539.537	830.404	4537.885	4537.73	4593.275	4350.594	4558.041	609.924	349.081	895.75	4337.28	4368.092	4309.069	4457.807	4463.912	4309.839	405.747	4508.42	4396.122	4179.471	4505.219	710.455	4295.261	0.0	4436.171	4385.542	896.236	4388.564	327.543	4286.026	4541.827	837.646	4330.513	929.74	4520.792	250.95	4479.816	4503.118	454.719	4557.051	4236.288	588.888	807.89	4577.345	4334.853	900.977	890.689	4594.082	4435.408	390.498	4503.297	4310.193	4360.365	4515.057	398.815	4386.298	503.592	4419.819	487.168	713.333	4513.111	706.186	832.895	4342.809	4358.922	647.402	568.292	4508.752	4562.107	4300.258	347.709	641.292	4449.411	803.258	4575.469	489.92	518.915	537.826	4583.485	452.57	569.796	4431.415	4519.111	4352.082	4243.173	4562.633	4466.18	4203.619	411.814	4410.103	4433.72	4319.04	4385.512	4473.386	4406.453	503.69	428.257	4372.084	4448.19	659.764	381.192	309.902	528.971	608.882	633.099	896.962	723.648	1115.749	4505.539	4451.117	877.992	4480.813	275.049	4308.195	4483.588	4507.986	4591.598	4584.92	558.51	330.565	4345.63	603.953	4413.6	4327.123	4423.661	4579.389	445.745	598.284	4546.872	381.821	4572.17	719.077	
Six_zebra_models44419.py	4151.166	2604.454	2564.945	4075.27	2629.655	2628.587	4198.896	4031.283	2751.279	3994.382	767.414	2751.156	4395.483	499.848	2883.411	4449.94	4614.019	321.913	4513.497	763.139	4479.114	4644.509	4638.743	690.123	318.0	4695.531	989.974	4342.913	4716.052	675.487	645.37	326.135	693.661	487.656	4493.107	4381.851	770.746	4777.412	4680.04	4669.911	671.586	4612.295	3949.305	736.895	350.53	434.931	4627.917	4711.031	4525.412	4415.731	340.019	745.043	4760.634	4622.999	749.144	4563.359	801.275	597.934	448.016	635.922	4572.877	4431.1	581.95	733.573	4467.741	4372.727	4493.973	449.505	4543.844	4686.066	655.034	617.148	578.008	472.86	678.054	4611.402	4458.074	4670.617	884.408	434.489	615.119	544.096	614.38	687.555	4396.731	483.404	345.603	757.938	715.34	4694.625	641.209	4436.171	0.0	331.122	4587.414	421.169	4420.233	653.488	815.333	4794.006	420.329	4636.951	794.357	4523.318	420.144	560.969	4544.996	871.321	649.464	4684.429	4661.52	730.114	421.203	4759.774	4797.781	690.857	274.976	4404.292	515.939	689.786	664.657	394.275	4485.779	265.41	4559.327	337.548	4299.812	4716.64	496.441	4676.724	4753.752	583.143	535.874	4731.112	4444.844	553.908	491.325	469.829	4398.997	4632.815	610.109	4698.579	722.501	4614.229	4518.176	4586.943	615.806	4554.198	4689.127	377.594	654.649	624.748	638.636	503.835	633.692	756.536	4614.835	289.782	613.72	461.762	623.248	804.484	437.305	4527.389	4544.367	502.904	476.73	4422.774	4533.597	4436.617	4658.972	4656.848	4750.128	4754.896	4755.017	4772.362	581.587	422.828	4755.362	532.779	4478.646	635.414	582.113	594.263	735.211	636.368	4678.004	4455.832	611.741	4654.002	1005.77	669.773	672.75	610.207	4609.952	4631.277	601.299	4552.127	612.791	4751.069	
Six_zebra_models42684.py	4086.614	2711.293	2685.468	4004.845	2744.865	2754.858	4129.427	3955.556	2852.762	3920.599	882.581	2859.727	4348.553	613.542	2995.675	4407.129	4566.441	526.307	4468.88	862.083	4427.898	4605.16	4591.5	741.527	346.129	4656.617	1094.106	4314.787	4683.341	762.751	807.192	539.243	823.531	396.198	4444.62	4331.504	876.735	4742.519	4632.335	4634.059	729.502	4572.93	3876.53	856.37	365.74	576.095	4592.373	4666.11	4478.733	4370.856	216.156	868.896	4714.393	4585.066	782.386	4523.735	841.836	729.686	601.426	701.793	4521.751	4386.035	394.011	829.019	4421.973	4332.08	4449.525	539.341	4492.271	4642.506	834.796	715.915	795.831	339.58	802.306	4564.507	4407.972	4626.105	1019.807	324.796	520.842	646.891	616.726	573.671	4355.497	567.111	191.071	626.753	768.394	4647.839	724.137	4385.542	331.122	0.0	4554.747	296.141	4369.683	558.004	860.7	4749.057	296.278	4592.189	869.734	4466.88	414.928	716.377	4491.215	978.637	433.409	4630.558	4623.0	810.168	198.511	4716.119	4752.832	796.519	386.811	4354.821	531.033	540.684	559.295	498.629	4442.829	229.866	4512.242	263.0	4254.485	4667.232	543.942	4638.59	4712.39	365.591	393.845	4681.107	4398.545	549.544	564.388	462.019	4352.585	4580.884	663.478	4655.499	798.441	4565.485	4472.734	4544.4	700.385	4499.042	4635.823	295.82	669.135	420.41	535.452	590.673	606.039	728.42	4564.692	246.975	557.306	287.667	494.566	771.365	228.778	4482.268	4501.926	284.278	351.225	4384.502	4475.844	4385.756	4607.565	4612.623	4699.821	4713.892	4701.826	4738.041	542.417	362.22	4710.417	623.497	4429.762	462.918	583.298	611.674	892.174	805.463	4622.933	4407.523	491.729	4605.587	1054.244	490.913	653.657	705.924	4555.8	4579.957	704.067	4496.093	666.28	4708.502	
Six_zebra_models47909.py	2702.051	3902.985	3950.95	2737.238	3944.533	4011.376	2781.235	2825.363	3874.693	2781.163	4571.998	3821.545	958.149	4541.668	3870.028	803.048	674.111	4582.635	725.874	4446.161	1057.027	333.381	709.742	4596.365	4514.755	359.672	4539.17	769.282	483.083	4631.831	4599.041	4661.391	4637.86	4504.158	589.204	907.87	4688.542	573.812	436.099	313.233	4639.55	468.702	2905.993	4650.54	4584.155	4669.429	768.564	516.59	830.554	880.345	4535.768	4726.675	561.275	379.514	4231.969	437.062	4652.393	4762.642	4707.145	4699.317	750.017	878.307	4376.389	4724.818	924.389	831.844	766.596	4620.466	960.782	493.536	4700.129	4700.276	4738.954	4527.648	4724.604	661.702	906.712	298.406	4517.055	4551.685	4500.128	4645.299	4634.571	4496.101	870.338	4688.452	4563.372	4351.996	4701.01	639.018	4466.112	896.236	4587.414	4554.747	0.0	4572.476	790.753	4478.597	4730.812	578.338	4498.46	622.792	4709.889	933.889	4660.482	4681.111	1023.551	4747.24	4404.548	703.885	383.066	4752.327	4502.891	435.032	443.763	4770.566	4586.422	886.247	4686.952	4495.99	4547.018	4686.303	861.702	4540.228	891.688	4578.688	950.044	733.192	4690.211	494.851	438.653	4527.692	4537.712	658.325	1067.158	4705.657	4745.448	4439.681	920.688	995.507	4623.88	373.044	4750.64	914.155	877.369	713.191	4762.509	1046.53	745.4	4593.011	4708.258	4541.225	4391.32	4731.399	4653.441	4391.595	798.545	4567.586	4625.723	4467.467	4584.302	4680.043	4583.519	1046.297	661.089	4553.14	4640.349	1010.486	1005.155	914.253	862.559	693.481	697.025	527.414	631.864	506.248	4710.866	4621.333	414.345	4655.971	920.79	4490.343	4662.304	4703.037	4759.739	4718.084	825.099	914.343	4519.061	716.37	4627.532	4521.904	4616.496	4753.287	962.706	907.794	4722.55	1001.406	4757.961	575.263	
Six_zebra_models42582.py	4055.877	2701.305	2660.388	3972.417	2723.852	2733.518	4099.928	3927.006	2829.393	3892.751	819.388	2830.167	4331.108	491.756	2962.483	4399.574	4559.895	548.212	4460.14	755.958	4412.242	4613.016	4582.292	822.295	397.906	4667.182	1078.85	4308.954	4697.62	884.011	779.887	552.26	811.739	275.927	4468.007	4319.082	863.264	4760.545	4659.129	4658.025	657.052	4588.442	3851.448	928.366	350.459	510.785	4590.174	4687.735	4463.459	4364.829	232.06	915.629	4733.792	4589.679	709.033	4523.132	815.493	708.409	655.584	711.852	4522.847	4374.336	407.608	842.938	4406.438	4321.42	4437.704	613.811	4486.402	4660.329	878.635	795.411	845.704	206.01	886.55	4557.418	4400.527	4646.109	921.857	300.811	369.52	583.477	774.063	685.562	4355.802	619.369	341.855	616.661	704.911	4648.334	587.333	4388.564	421.169	296.141	4572.476	0.0	4377.178	461.462	946.059	4769.485	248.007	4592.666	898.714	4468.148	495.223	638.59	4483.046	972.606	435.746	4653.806	4632.208	904.635	401.077	4737.315	4772.657	822.677	379.749	4344.406	547.919	641.484	687.516	495.445	4433.667	339.923	4497.69	317.259	4237.389	4668.715	587.222	4640.935	4728.873	411.73	571.531	4702.861	4381.236	491.581	497.42	432.298	4341.664	4572.663	670.663	4672.945	886.582	4578.464	4459.292	4536.362	724.148	4487.104	4657.472	282.918	735.439	384.152	647.782	592.88	589.438	613.538	4567.555	324.903	548.975	362.638	339.294	837.498	199.627	4468.491	4518.092	292.306	364.097	4370.081	4468.926	4377.892	4601.275	4610.497	4718.651	4735.336	4726.513	4764.319	437.021	506.651	4730.579	518.801	4432.583	360.784	655.662	572.532	899.024	870.846	4644.982	4399.471	574.317	4601.274	1027.602	409.593	564.333	777.851	4549.544	4564.254	747.409	4493.63	677.795	4723.731	
Six_zebra_models7070.py	2600.205	3862.905	3909.662	2657.006	3893.392	3962.49	2673.602	2723.216	3854.659	2645.039	4376.501	3781.831	563.494	4355.188	3855.277	500.089	711.16	4419.11	566.627	4261.035	682.453	700.144	714.908	4403.442	4348.142	733.256	4350.323	492.987	752.197	4450.366	4413.554	4489.28	4451.354	4321.027	421.131	486.146	4490.576	961.374	722.059	862.353	4434.165	534.057	2772.887	4482.942	4389.203	4477.992	773.689	749.263	647.662	366.865	4348.581	4543.204	861.09	790.705	4096.151	663.288	4442.803	4565.353	4524.777	4500.423	540.317	544.234	4193.658	4524.413	541.709	467.878	538.126	4444.258	678.745	816.902	4525.084	4521.144	4578.567	4337.673	4544.101	648.346	502.046	772.0	4341.645	4352.172	4296.305	4447.329	4446.102	4295.72	290.134	4494.718	4377.621	4161.738	4494.42	751.142	4283.09	327.543	4420.233	4369.683	790.753	4377.178	0.0	4271.959	4526.908	830.139	4311.804	804.144	4508.358	470.456	4466.716	4493.571	621.086	4551.9	4215.404	646.794	710.426	4561.537	4314.901	830.058	849.022	4579.243	4421.976	458.861	4491.381	4290.431	4344.145	4500.529	533.316	4369.07	659.864	4402.953	513.703	760.826	4498.497	699.689	787.298	4326.082	4344.173	675.073	622.69	4496.153	4550.739	4279.696	478.609	772.257	4437.726	777.994	4559.488	625.348	599.783	642.006	4569.419	651.113	624.938	4410.764	4504.078	4336.352	4226.217	4548.287	4449.568	4191.357	579.124	4392.79	4420.053	4296.667	4374.633	4460.171	4393.667	682.025	474.013	4357.295	4434.735	608.8	587.92	429.1	677.139	698.4	695.111	904.827	736.997	1018.067	4496.244	4431.172	818.97	4473.293	502.321	4290.412	4468.258	4494.907	4584.831	4564.693	651.986	451.823	4323.829	681.635	4407.722	4312.317	4408.707	4565.585	649.668	714.824	4530.652	614.851	4556.741	749.812	
